phase,enrollment_log,sponsor_type,mechanism_id,duration_months,disease_trial_rate,prior_approvals,disease_prevalence_log,phase_success_rate,success,disease,raw_probability
0.0,4.3694478524670215,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44461314635843396
0.0,1.9459101490553132,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.4082600808072583
1.0,3.367295829986474,0.8,0,36,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5295808660212257
3.0,5.075173815233827,0.5,0,60,0.4471428571428572,1,5.0,0.58,0,sickle cell disease,0.437199035799936
0.0,4.605170185988092,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44814898136125
3.0,5.707110264748875,1.0,0,60,0.4471428571428572,5,5.0,0.58,1,sickle cell disease,0.6266780825426617
2.0,2.3978952727983707,0.8,0,48,0.4471428571428572,3,5.0,0.36,1,sickle cell disease,0.43103985766340414
1.0,3.6888794541139363,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43440462038313765
0.0,4.605170185988092,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44814898136125
1.0,2.9444389791664403,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6032380132589251
2.0,3.6888794541139363,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.35040462038313763
2.0,3.4339872044851463,1.0,0,48,0.4471428571428572,5,5.0,0.36,0,sickle cell disease,0.5265812366387058
4.0,4.8283137373023015,0.5,0,36,0.4471428571428572,1,5.0,0.8,1,sickle cell disease,0.4994961346309631
1.0,1.6094379124341003,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.40321299725794013
2.0,3.5553480614894135,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.3484016494937698
0.0,0.0,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.3790714285714286
2.0,3.5263605246161616,1.0,0,48,0.4471428571428572,5,5.0,0.36,1,sickle cell disease,0.527966836440671
0.0,2.5649493574615367,0.8,0,24,0.4471428571428572,3,5.0,0.64,0,sickle cell disease,0.5175456689333516
2.0,3.6109179126442243,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.349235197261092
0.0,4.653960350157523,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44888083382379146
0.0,3.091042453358316,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42543706537180337
0.0,4.553876891600541,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5473795819454367
0.0,3.295836866004329,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42850898156149353
0.0,3.091042453358316,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42543706537180337
2.0,4.356708826689592,1.0,0,48,0.4471428571428572,5,5.0,0.36,0,sickle cell disease,0.5404220609717725
0.0,4.564348191467836,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5475366514434461
0.0,1.3862943611198906,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.399865843988227
0.0,4.48863636973214,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4464009741174107
0.0,4.060443010546419,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4399780737296249
1.0,3.4965075614664802,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6115190419934258
1.0,3.2188758248682006,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42735456594445165
0.0,3.713572066704308,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4347750095719932
1.0,3.258096538021482,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42794287664175085
0.0,2.9444389791664403,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42323801325892524
0.0,4.189654742026425,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.541916249701825
0.0,4.962844630259907,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4535140980253272
0.0,4.5217885770490405,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44689825722716425
0.0,4.02535169073515,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43945170393245586
0.0,4.30406509320417,1.0,0,24,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6236324049694911
0.5,3.2188758248682006,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42735456594445165
0.0,5.869296913133774,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4671108822684352
1.0,0.0,0.8,0,36,0.4471428571428572,3,5.0,0.64,0,sickle cell disease,0.4790714285714286
0.0,4.356708826689592,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4444220609717725
2.0,3.1354942159291497,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.34210384181036585
1.0,2.995732273553991,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6040074126747385
0.0,3.58351893845611,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43282421264827026
2.0,3.367295829986474,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.34558086602122573
0.0,5.017279836814924,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5543306261236525
0.0,1.3862943611198906,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.399865843988227
1.0,5.017279836814924,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4543306261236525
0.0,4.709530201312334,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44971438159111365
0.0,4.394449154672439,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4449881658915152
0.0,2.3978952727983707,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4150398576634042
4.0,3.4657359027997265,0.5,0,36,0.4471428571428572,1,5.0,0.8,1,sickle cell disease,0.47905746711342445
2.0,1.0986122886681098,1.0,0,48,0.4471428571428572,5,5.0,0.36,0,sickle cell disease,0.49155061290145025
0.0,4.672828834461906,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5491638610883571
0.0,5.53338948872752,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5620722709023414
0.0,6.967909201801884,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5835900665984568
1.0,2.833213344056216,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6015696287322718
0.0,4.219507705176107,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5423640441490702
3.0,3.6635616461296463,0.5,0,60,0.4471428571428572,1,5.0,0.58,0,sickle cell disease,0.4160248532633733
1.0,2.1972245773362196,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.5920297972314719
2.0,0.0,1.0,0,48,0.4471428571428572,5,5.0,0.36,0,sickle cell disease,0.4750714285714286
2.0,4.61512051684126,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.36429823632404745
0.0,4.143134726391533,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4412184494673016
0.0,5.017279836814924,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4543306261236525
1.0,2.0794415416798357,0.5,0,36,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.41026305169662614
0.0,3.4339872044851463,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4305812366387058
2.0,4.762173934797756,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.36650403759339495
1.0,2.5649493574615367,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.41754566893335165
0.0,3.6635616461296463,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4340248532633733
1.0,3.091042453358316,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6054370653718033
0.0,4.574710978503383,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44769209324897935
2.0,2.6390573296152584,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.33465728851565746
0.0,5.049856007249537,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.45481926868017164
0.0,4.1588830833596715,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44145467482182366
2.0,0.0,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.2950714285714286
2.0,3.58351893845611,1.0,0,48,0.4471428571428572,5,5.0,0.36,0,sickle cell disease,0.5288242126482703
0.5,0.0,0.8,0,24,0.4471428571428572,3,5.0,0.64,0,sickle cell disease,0.4790714285714286
0.0,2.3978952727983707,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4150398576634042
0.0,4.394449154672439,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4449881658915152
1.0,3.091042453358316,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42543706537180337
1.0,1.791759469228055,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.40594782060984946
0.0,3.367295829986474,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42958086602122575
0.0,9.779510372716418,1.0,0,24,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.7057640841621748
0.0,3.7612001156935624,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.535489430306832
2.0,4.51085950651685,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.36273432116918136
1.0,2.0794415416798357,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.5902630516966261
2.0,5.293304824724492,1.0,0,48,0.4471428571428572,5,5.0,0.36,1,sickle cell disease,0.554471000942296
3.0,5.963579343618446,1.0,0,60,0.4471428571428572,5,5.0,0.58,1,sickle cell disease,0.6305251187257053
0.0,5.5254529391317835,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4619532226584053
0.5,4.2626798770413155,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44301162672704836
1.0,3.2188758248682006,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6073545659444516
3.0,5.834810737062605,1.0,0,60,0.4471428571428572,5,5.0,0.58,0,sickle cell disease,0.6285935896273676
0.0,4.110873864173311,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4407345365340283
0.0,3.4011973816621555,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4300893892963609
0.0,3.7612001156935624,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43548943030683207
2.0,1.791759469228055,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.32194782060984944
0.0,0.0,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.3790714285714286
3.0,4.574710978503383,0.5,0,60,0.4471428571428572,1,5.0,0.58,1,sickle cell disease,0.42969209324897933
0.0,5.081404364984463,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.45529249404619554
2.0,3.8501476017100584,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.3528236425970795
2.0,3.8066624897703196,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.35217136591798337
2.0,0.0,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.2950714285714286
0.0,5.407171771460119,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4601790051433304
1.0,5.236441962829949,1.0,0,36,0.4471428571428572,5,5.0,0.64,0,sickle cell disease,0.6376180580138778
0.0,5.10594547390058,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.45566061067993735
2.0,0.0,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.2950714285714286
1.0,3.6109179126442243,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.433235197261092
0.0,4.442651256490317,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44571119741878334
1.0,3.871201010907891,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.437139443735047
1.0,3.258096538021482,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42794287664175085
0.0,3.7612001156935624,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43548943030683207
2.0,3.784189633918261,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.35183427308020254
0.0,3.6109179126442243,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.433235197261092
0.5,0.0,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.3790714285714286
0.0,3.2188758248682006,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42735456594445165
0.0,5.572154032177765,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.46265373905409507
0.0,3.8501476017100584,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4368236425970795
0.0,4.143134726391533,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4412184494673016
2.0,4.007333185232471,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.3551814263499157
1.0,2.3978952727983707,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4150398576634042
2.0,3.4965075614664802,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.3475190419934258
1.0,1.6094379124341003,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.40321299725794013
0.0,6.937314081223682,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.48313113978978384
1.0,4.897839799950911,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6325390255706922
0.0,3.1354942159291497,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5261038418103658
2.0,2.70805020110221,0.5,0,48,0.4471428571428572,1,5.0,0.36,1,sickle cell disease,0.33569218158796177
1.0,2.3978952727983707,0.8,0,36,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5150398576634041
0.0,3.5263605246161616,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.431966836440671
2.0,0.0,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.2950714285714286
0.0,4.110873864173311,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4407345365340283
0.0,5.968707559985366,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4686020419712091
1.0,2.0794415416798357,0.5,0,36,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.41026305169662614
0.0,3.295836866004329,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.42850898156149353
4.0,5.442417710521793,1.0,0,36,0.4471428571428572,5,5.0,0.8,0,sickle cell disease,0.6887076942292555
0.0,4.74493212836325,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4502454104968774
0.0,3.9318256327243257,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4380488130622935
2.0,2.0794415416798357,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.3262630516966261
1.0,3.258096538021482,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6079428766417507
0.0,4.276666119016055,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44322142035666945
4.0,3.9889840465642745,0.5,0,36,0.4471428571428572,1,5.0,0.8,1,sickle cell disease,0.48690618926989265
0.0,3.713572066704308,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4347750095719932
0.0,4.5217885770490405,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44689825722716425
0.0,3.6635616461296463,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.4340248532633733
0.0,7.467942332285852,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4910905635557164
2.0,1.0986122886681098,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.31155061290145025
3.0,5.342334251964811,0.5,0,60,0.4471428571428572,1,5.0,0.58,1,sickle cell disease,0.4412064423509008
2.0,3.8501476017100584,1.0,0,48,0.4471428571428572,5,5.0,0.36,1,sickle cell disease,0.5328236425970795
0.0,4.174387269895637,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44168723761986317
0.0,6.0063531596017325,0.8,0,24,0.4471428571428572,3,5.0,0.64,1,sickle cell disease,0.5691667259654546
1.0,3.4339872044851463,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6105812366387058
1.0,3.332204510175204,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42905449622405667
2.0,0.6931471805599453,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.3054686362798278
0.0,4.430816798843313,1.0,0,24,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6255336805540782
2.0,1.6094379124341003,0.5,0,48,0.4471428571428572,1,5.0,0.36,0,sickle cell disease,0.3192129972579401
0.0,2.302585092994046,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4136102049663393
3.0,2.833213344056216,1.0,0,60,0.4471428571428572,5,5.0,0.58,1,sickle cell disease,0.5835696287322718
0.0,2.5649493574615367,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.41754566893335165
0.0,3.4339872044851463,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4305812366387058
0.0,5.099866427824199,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.4555694249887916
1.0,0.6931471805599453,1.0,0,36,0.4471428571428572,5,5.0,0.64,0,sickle cell disease,0.5694686362798277
0.0,0.0,1.0,0,24,0.4471428571428572,5,5.0,0.64,0,sickle cell disease,0.5590714285714286
3.0,2.833213344056216,0.5,0,60,0.4471428571428572,1,5.0,0.58,0,sickle cell disease,0.40356962873227187
3.0,5.043425116919247,1.0,0,60,0.4471428571428572,5,5.0,0.58,0,sickle cell disease,0.6167228053252173
1.0,3.295836866004329,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42850898156149353
4.0,4.672828834461906,0.5,0,36,0.4471428571428572,1,5.0,0.8,1,sickle cell disease,0.49716386108835714
0.0,4.90527477843843,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.45265055024800505
1.0,1.6094379124341003,0.5,0,36,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.40321299725794013
0.0,6.182084906716632,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.47180270217217807
2.0,4.477336814478207,1.0,0,48,0.4471428571428572,5,5.0,0.36,1,sickle cell disease,0.5422314807886017
4.0,3.713572066704308,1.0,0,36,0.4471428571428572,5,5.0,0.8,1,sickle cell disease,0.6627750095719932
1.0,4.007333185232471,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6191814263499156
0.0,4.174387269895637,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44168723761986317
0.0,2.70805020110221,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.4196921815879618
2.0,2.3978952727983707,1.0,0,48,0.4471428571428572,5,5.0,0.36,1,sickle cell disease,0.5110398576634041
0.0,3.828641396489095,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43650104951876506
1.0,3.295836866004329,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6085089815614935
0.0,2.8903717578961645,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42242700493987106
4.0,5.484796933490655,0.5,0,36,0.4471428571428572,1,5.0,0.8,1,sickle cell disease,0.5093433825737883
1.0,0.0,0.5,0,36,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.3790714285714286
0.0,4.418840607796598,0.5,0,24,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.44535403768837756
2.0,4.997212273764115,1.0,0,48,0.4471428571428572,5,5.0,0.36,1,sickle cell disease,0.5500296126778903
0.0,4.174387269895637,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.44168723761986317
1.0,0.0,0.5,0,36,0.4471428571428572,1,5.0,0.64,0,sickle cell disease,0.3790714285714286
0.0,3.1354942159291497,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.42610384181036587
1.0,2.0794415416798357,1.0,0,36,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.5902630516966261
0.0,3.6375861597263857,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43363522096732443
0.0,3.6635616461296463,1.0,0,24,0.4471428571428572,5,5.0,0.64,1,sickle cell disease,0.6140248532633732
0.0,3.4965075614664802,0.5,0,24,0.4471428571428572,1,5.0,0.64,1,sickle cell disease,0.43151904199342583
