nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,disease_id,condition_mesh_id,condition_mesh_label,condition_snomed_id,condition_snomed_label,condition_icd10_code,condition_icd10_label,indication_disambiguation,indication_query
NCT02314689,A Dose Escalation Study of Intravenous L-citrulline in Steady-state Sickle Cell Disease,COMPLETED,Phase 1,2015-01,2015-12,4,Suvankar Majumdar,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT04678037,Home-based Assessment of PRO Measures in SCD Using A Smartphone App Platform: A Feasibility Study,COMPLETED,NA,2017-04-04,2019-07-21,40,Ann & Robert H Lurie Children's Hospital of Chicago,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT03006718,SCD-PROMIS: A Software Platform to Enhance Self-efficacy and Patient-provider Engagement for Patients With Sickle Cell Pain,COMPLETED,NA,2016-11,2019-09,150,Julia Finkel,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT03150433,Sleep and Pain in Sickle Cell Disease,COMPLETED,NA,2017-11-05,2023-10-27,57,Johns Hopkins University,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT02445144,Establishment of Functional MRI Imaging Parameters for Use in the Evaluation of Sickle Cell Disease,TERMINATED,,2014-11,2020-05-04,26,Albert Einstein College of Medicine,OTHER,Failure,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT02972138,Vitamin D and Bisphosphonates in the Treatment of Sickle Cell Disease,COMPLETED,,2010-01,2017-09,80,Società Italiana Talassemie ed Emoglobinopatie,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT05470998,L-Arginine in Children Having Sickle Cell Disease With Increased Tricuspid Regurgitant Jet Velocity,COMPLETED,Phase 3,2022-07-25,2024-10-01,50,Tanta University,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT05506358,Evaluation of Low-cost Techniques for Detecting Sickle Cell Disease and β-thalassemia in Nepal and Canada,COMPLETED,NA,2022-09-20,2023-03-30,145,University of British Columbia,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,ambiguous,sickle cell disease
NCT01568710,Blood Flow and Pain Crises in People With Sickle Cell Disease,COMPLETED,,2012-03-21,2018-10-05,94,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT07369024,Sub-dissociative Dose Ketamine in Treatment of Vaso-occlusive Pain Event in Children and Young Adults,RECRUITING,Phase 2,2026-04-01,2028-04-30,120,Mohsen Saidinejad,OTHER,Ongoing,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT06755385,Pilot Study on the Value of Bedside Pleuropulmonary Ultrasound in Patients With Sickle Cell Disease Presenting With Vaso-occlusive Crisis,NOT_YET_RECRUITING,,2025-01,2026-03,25,"University Hospital, Grenoble",OTHER,Ongoing,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT05604547,"Exploring Near Infrared Spectroscopy (NIRS) Technologies for Assessment of Muscle Physiology, Tissue Oxygenation, and Blood Flow in Patients With Sickle Cell Disease (SCD)",COMPLETED,,2022-11-28,2025-01-24,49,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT05020873,"Prospective, Observational Study in Sickle Cell Disease Patients on Crizanlizumab Treatment in Middle East Countries and India",TERMINATED,,2021-11-04,2023-08-31,44,Novartis Pharmaceuticals,INDUSTRY,Failure,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT01092169,Prevalence Of Microalbuminuria Among Children Suffering From Sickle Cell Nephropathy and Sickle Cell/Beta-Thalassemia,UNKNOWN,,,,,Hillel Yaffe Medical Center,OTHER_GOV,Unknown,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,ambiguous,sickle cell disease
NCT04670094,Comorbidities and Risk Score in COVID-19 Patients,COMPLETED,,2020-12-30,2021-05-29,4555,University of Milano Bicocca,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT04330183,Low Dose Ketamine and Acute Pain Crisis,COMPLETED,Phase 4,2020-07-01,2021-10-01,20,Rhode Island Hospital,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT05730205,Effects of the Contraceptive Implant in Women With Sickle Cell Disease,RECRUITING,Phase 4,2023-06-08,2026-06-15,22,University of Pennsylvania,OTHER,Ongoing,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT00122980,Stroke With Transfusions Changing to Hydroxyurea,TERMINATED,Phase 3,2006-10,2010-12,134,St. Jude Children's Research Hospital,OTHER,Failure,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT04247594,"Dose Escalation Study to Evaluate the Safety, Tolerability, PK and PD of Voxelotor in Patients With SCD",TERMINATED,Phase 2,2020-01-09,2021-06-08,6,Pfizer,INDUSTRY,Failure,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT06287099,Clinical Study of BRL-101 in the Treatment of Sickle Cell Disease,UNKNOWN,NA,2024-04-20,2026-05-10,5,Bioray Laboratories,INDUSTRY,Unknown,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT02394587,MBSR for Pain Catastrophizing in SCD,COMPLETED,NA,2015-04,2016-01,60,Duke University,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT05084521,Interest of Famotidine in Children With Sickle Cell Disease,COMPLETED,Phase 2; Phase 3,2022-01-12,2022-12-12,30,Assistance Publique - Hôpitaux de Paris,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT06689800,Let's Get REAL: Family Health Communication Tool in Pediatric Stem Cell Transplant and Cellular Therapy,RECRUITING,NA,2024-11-26,2026-05-31,60,Washington University School of Medicine,OTHER,Ongoing,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT00513864,Assessment of Opioid Analgesia in Sickle Cell,WITHDRAWN,Phase 4,2006-11,2012-03,0,Children's National Research Institute,OTHER,Failure,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT00143572,Use of Hydroxyurea and Magnesium Pidolate for Treatment of Sickle Cell Disease,COMPLETED,Phase 1,2004-11,2008-01,16,St. Jude Children's Research Hospital,OTHER,Success,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
NCT05848531,Clonidine With Morphine in Patient Controlled Analgesia Pump in Vaso-Occlusive Crisis in Sickle Cell Disease Patient,UNKNOWN,Phase 4,2023-04-25,2024-02-28,40,Centre Hospitalier Universitaire Saint Pierre,OTHER,Unknown,scd,D000755,"Anemia, Sickle Cell",417357006,Sickle cell anemia,D57.1,Sickle-cell disease without crisis,primary_scd,sickle cell disease
