nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,disease_id,condition_mesh_id,condition_mesh_label,condition_snomed_id,condition_snomed_label,condition_icd10_code,condition_icd10_label,indication_disambiguation,indication_query
NCT06848608,Comparison of the Effects of Yoga and Conventional Physiotherapy Programs in Sarcoidosis,RECRUITING,NA,2023-11-30,2025-05-30,32,Saglik Bilimleri Universitesi,OTHER,Ongoing,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT00581607,"Double Blind, Randomized Trial of Bosentan for Sarcoidosis Associated Pulmonary Hypertension",COMPLETED,Phase 2; Phase 3,2008-04,2012-12,43,University of Cincinnati,OTHER,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT02192489,A Phase 2 Study With CC-220 in Skin Sarcoidosis,WITHDRAWN,Phase 2,2014-11-01,2017-06-30,0,Celgene,INDUSTRY,Failure,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT02827734,Evaluation of Novel Lung Function Parameters in Patients With Interstitial Lung Disease (ILD),UNKNOWN,,2015-10,2020-12,50,Universitätsmedizin Mannheim,OTHER,Unknown,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT02036970,Bardoxolone Methyl Evaluation in Patients With Pulmonary Hypertension (PH) - LARIAT,COMPLETED,Phase 2,2014-05-31,2018-05-16,166,Biogen,INDUSTRY,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT04735302,Radiographic Characteristics of Mediastinal and Hilar Lymph Nodes in Sarcoidosis,COMPLETED,,2019-02-11,2021-01-22,192,Karadeniz Technical University,OTHER,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT02735161,Fatigue and Exercise Training in Patients With Sarcoidosis,COMPLETED,NA,2016-04,2017-05,40,LHL Helse,OTHER,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT03793439,"Tofacitinib Hypothesis-generating, Pilot Study for Corticosteroid-Dependent Sarcoidosis",COMPLETED,Phase 1,2019-05-15,2021-06-24,5,Oregon Health and Science University,OTHER,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT02625558,Riociguat for Sarcoidosis Associated Pulmonary Hypertension,UNKNOWN,Phase 4,2015-04,2018-10,60,University of Cincinnati,OTHER,Unknown,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT02497079,Diagnostic Accuracy of Polymerase Chain Reaction for Mycobacterium Tuberculosis Using EBUS-TBNA Samples,UNKNOWN,NA,2015-07,2018-12,100,Pusan National University Hospital,OTHER,Unknown,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",confounder,sarcoidosis
NCT00024674,Study of SS1(dsFv)-PE38 (SS1P) Anti-Mesothelin Immunotoxin in Advanced Malignancies: Continuous Infusion for 10 Days,WITHDRAWN,Phase 1,2001-02,,0,INSYS Therapeutics Inc,INDUSTRY,Failure,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT00099424,Exercise Training in Sarcoidosis (EXTRAS Study),COMPLETED,NA,2004-02,2005-08,30,"University Hospital, Gasthuisberg",OTHER,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT00279708,Atorvastatin to Treat Pulmonary Sarcoidosis,COMPLETED,Phase 2,2006-01,2015-12,55,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT00785239,CryoSpray Ablation(tm)Thoracic Patient Registry,WITHDRAWN,,2009-04,2009-04,0,"CSA Medical, Inc.",INDUSTRY,Failure,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT03455686,Exploring the Utility of Hyperpolarized 129Xe MRI in Healthy Volunteers and Patients With Lung Disease,RECRUITING,NA,2018-04-19,2024-12,60,McMaster University,OTHER,Ongoing,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT00470327,A Study of the Natural Progression of Interstitial Lung Disease (ILD),RECRUITING,,2005-09,2030-12,4000,University of Chicago,OTHER,Ongoing,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
NCT04481074,Inspiratory Muscle Training in Patients With Interstitial Lung Disease,COMPLETED,NA,2020-07-30,2021-04-30,14,Federal University of Minas Gerais,OTHER,Success,sarc,D012507,Sarcoidosis,31541009,Sarcoidosis,D86.9,"Sarcoidosis, unspecified",primary_sarc,sarcoidosis
