,IBB,IBB,IBB,IBB,IBB,IBB,IBB,IBB,XBI,XBI,XBI,XBI,XBI,XBI,XBI,XBI,XLV,XLV,XLV,XLV,XLV,XLV,XLV,XLV,BBH,BBH,BBH,BBH,BBH,BBH,BBH,BBH
2021-06-09 00:00:00-04:00,156.8174858242449,159.33391058168866,156.8174858242449,158.3964080810547,3466900,0.0,0.0,0.0,133.28484094715267,135.48305283782378,132.9665415045376,133.99105834960938,7129900,0.0,0.0,0.0,112.98612924287808,113.98257891933054,112.98612924287808,113.78882598876953,7965600,0.0,0.0,0.0,189.86898435577413,193.1104278564453,189.86898435577413,193.1104278564453,9300,0.0,0.0,0.0
2021-06-10 00:00:00-04:00,158.45862253100674,161.49850318043013,157.51112120052795,161.0740966796875,2778500,0.023,0.0,0.0,133.83190370500043,135.70185974083878,132.6383111938084,135.36367797851562,5077400,0.0,0.0,0.0,114.06560278998334,115.8647490532921,114.01947516630543,115.73558044433594,9350900,0.0,0.0,0.0,193.12018827265953,196.3909205914856,193.10065728780458,196.1273193359375,15900,0.0,0.0,0.0
2021-06-11 00:00:00-04:00,160.5806171399695,160.68918484880385,158.78433284655603,159.99830627441406,2534400,0.0,0.0,0.0,135.63222685910836,135.7217428730614,133.62300365206482,135.1050567626953,4139000,0.0,0.0,0.0,115.56026405300136,115.6156200107948,114.33315536806998,114.91442108154297,6958100,0.0,0.0,0.0,195.79534934683167,195.79534934683167,193.1982945142651,193.99888610839844,11300,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,159.8798360607358,160.61018678205494,158.98168659855276,159.73178100585938,2314000,0.0,0.0,0.0,135.37362463021952,136.98497364610517,135.1647387464727,135.9505157470703,3745000,0.0,0.0,0.0,114.84983999980186,115.03436455705304,114.20398997110142,115.01591491699219,5156000,0.0,0.0,0.0,194.95571222089728,194.95571222089728,192.05599392297464,193.20806884765625,16300,0.0,0.0,0.0
2021-06-15 00:00:00-04:00,159.6034708844371,159.63307888084606,156.8201987418465,157.363037109375,5075100,0.0,0.0,0.0,136.04997617265818,136.04997617265818,131.89229296592313,132.7178497314453,4379500,0.0,0.0,0.0,115.13585927947544,115.31116254252547,114.56382186894864,115.05281829833984,5409100,0.0,0.0,0.0,192.4660427277929,192.5343788284469,189.58582580788,189.90802001953125,26600,0.0,0.0,0.0
2021-06-16 00:00:00-04:00,157.27426261710494,158.40927633003983,154.1159347793285,156.22805786132812,2406500,0.0,0.0,0.0,132.37971310980151,133.76229426156067,129.7637593830761,132.87704467773438,7164300,0.0,0.0,0.0,115.17274856252588,115.7540071878457,114.28701811668431,114.60993957519531,11653200,0.0,0.0,0.0,188.97074885148268,191.20656253953345,186.16864086177222,188.04322814941406,48300,0.0,0.0,0.0
2021-06-17 00:00:00-04:00,155.73456113427986,157.74799575606528,155.32991339501893,156.98802185058594,2273000,0.0,0.0,0.0,132.3100690682836,134.61767920627562,131.63369037410095,133.66281127929688,4056400,0.0,0.0,0.0,114.40695923671188,115.79091438876888,114.38850959858149,115.48644256591797,6527000,0.0,0.0,0.0,187.84794807008868,191.18704643366607,187.84794807008868,190.7867431640625,12300,0.0,0.0,0.0
2021-06-18 00:00:00-04:00,155.73456771085804,156.7610287543369,154.72786541747521,156.70181274414062,2918100,0.0,0.0,0.0,132.2106146723968,133.414163676323,131.03691952401383,132.86709594726562,5837100,0.0,0.0,0.0,114.6284098331031,114.78526346044679,114.01024478144635,114.1670913696289,11152600,0.0,0.0,0.0,189.80061951058107,190.26927375665827,188.53138856300683,189.59559631347656,12900,0.0,0.0,0.0
2021-06-21 00:00:00-04:00,156.9583867898268,158.82376601079173,156.02076502289032,158.11314392089844,3403200,0.0,0.0,0.0,133.215176574856,134.55797737596055,131.48447308059153,134.07058715820312,5111700,0.0,0.0,0.0,114.52923839862999,115.75187129688354,114.11242739243,115.53883361816406,6655400,0.481,0.0,0.0,190.39620104510203,191.93882119150982,189.0097989914949,191.17727661132812,11800,0.0,0.0,0.0
2021-06-22 00:00:00-04:00,158.2513065002067,159.11984788484142,157.31368481089518,158.8138885498047,2334900,0.0,0.0,0.0,133.91149479859914,134.17010173455023,131.18611250610533,132.966552734375,4485000,0.0,0.0,0.0,115.61293782513148,115.94638381362167,115.2239198607695,115.78892517089844,7194000,0.0,0.0,0.0,191.98762248736531,193.47166442871094,191.27489799290248,193.47166442871094,25100,0.0,0.0,0.0
2021-06-23 00:00:00-04:00,158.72509474866092,159.7317969341127,157.32357904416833,158.4092559814453,2174600,0.0,0.0,0.0,132.5686686047423,134.33916733261375,131.8724076180543,133.59317016601562,4142400,0.0,0.0,0.0,115.63147844311429,115.90008814830462,115.2609891209781,115.30729675292969,6506600,0.0,0.0,0.0,193.24710083007812,194.1746363808054,191.91929182646072,193.24710083007812,20000,0.0,0.0,0.0
2021-06-24 00:00:00-04:00,158.90270029718653,160.72860691467045,158.77438894979073,159.6626739501953,3199900,0.0,0.0,0.0,134.48838070832807,136.69651843769645,134.39884951033,136.55726623535156,5967900,0.0,0.0,0.0,115.98343522163512,116.71516353275055,115.77039753444768,115.90007019042969,7029200,0.0,0.0,0.0,194.13558787623123,195.1412176399273,193.3740432959134,193.90127563476562,10300,0.0,0.0,0.0
2021-06-25 00:00:00-04:00,159.93904129395003,161.00497436523438,159.71204163044152,161.00497436523438,3590300,0.0,0.0,0.0,136.95512810213722,138.0393069491105,135.78141806527825,137.93983459472656,8477600,0.0,0.0,0.0,115.8537692877549,116.78000663658575,115.78893295600194,116.42803192138672,8344200,0.0,0.0,0.0,193.64739867182183,195.45363481222432,193.64739867182183,195.28765869140625,13200,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,162.37689570520908,162.8506388012795,160.91616398062456,161.2418670654297,1804700,0.0,0.0,0.0,139.92918658372656,140.7448175465108,136.78606297047986,137.1143035888672,6027300,0.0,0.0,0.0,116.5484395597267,116.75221289359831,116.15942159504256,116.60401153564453,4631400,0.0,0.0,0.0,197.2012995180452,197.2012995180452,195.64892130884905,196.02969360351562,12500,0.0,0.0,0.0
2021-06-29 00:00:00-04:00,161.2122493196008,162.22883082890485,160.30423549867,161.4688720703125,1461600,0.0,0.0,0.0,137.17398089961824,137.7210485967623,134.8265755624346,135.01556396484375,5204100,0.0,0.0,0.0,116.61328766835696,117.09492799710642,116.46508629543071,116.73369598388672,6165500,0.0,0.0,0.0,195.49268931285906,197.5332526472655,195.1704951021633,197.07437133789062,23600,0.0,0.0,0.0
2021-06-30 00:00:00-04:00,161.38007378796632,162.67302206167923,160.36349202178263,161.51824951171875,2428500,0.0,0.0,0.0,134.74698659459966,136.50754420753657,132.78749943371182,134.67735290527344,5367700,0.0,0.0,0.0,116.61328404717604,116.90041536501636,116.2150017030926,116.65959167480469,8542700,0.0,0.0,0.0,197.29893914437713,198.13859277931593,196.24448935414395,196.8986358642578,6900,0.0,0.0,0.0
2021-07-01 00:00:00-04:00,161.56751633919274,163.0282325172554,160.7878141061776,162.9591522216797,2886000,0.0,0.0,0.0,135.21447633401897,137.7608109160771,134.2794907846239,137.75086975097656,5590200,0.0,0.0,0.0,116.7429675362951,117.7803560108669,116.69665283774167,117.69699096679688,12021000,0.0,0.0,0.0,197.19153422997206,198.01165685023787,196.38116965359862,197.89450073242188,5200,0.0,0.0,0.0
2021-07-02 00:00:00-04:00,163.63036552816217,163.63036552816217,161.3011069591481,162.59405517578125,2354600,0.0,0.0,0.0,137.7011404325182,137.8602901461652,135.01555351847125,135.80133056640625,3533600,0.0,0.0,0.0,117.84518591744619,118.93814631732897,117.64141256154136,118.82698822021484,12327900,0.0,0.0,0.0,198.8024852701504,198.8024852701504,196.72288974412268,198.19715881347656,5700,0.0,0.0,0.0
2021-07-06 00:00:00-04:00,161.85381040761365,161.87353903692465,159.73180807493634,160.738525390625,2256800,0.0,0.0,0.0,135.9107702775958,136.4379405254162,132.62837889376794,132.87704467773438,6243800,0.0,0.0,0.0,118.47501134221972,118.72508522652315,117.87295570977369,118.71582794189453,11413100,0.0,0.0,0.0,197.57230673248617,197.57230673248617,195.668445326954,196.1175537109375,29400,0.0,0.0,0.0
2021-07-07 00:00:00-04:00,161.14314509353665,161.14314509353665,157.97495397387013,159.3271026611328,2093500,0.0,0.0,0.0,133.08590805064563,133.57328319108206,129.027681323071,130.64898681640625,6551800,0.0,0.0,0.0,118.72508706563607,119.46607971191406,118.28976148257458,119.46607971191406,18435700,0.0,0.0,0.0,196.50810673386036,196.50810673386036,192.9151650304903,193.36428833007812,25300,0.0,0.0,0.0
2021-07-08 00:00:00-04:00,156.61295876658912,160.10685363594425,156.53401413385453,159.64297485351562,2088100,0.0,0.0,0.0,127.77442436282254,131.89232885626566,127.55559727372645,131.2060089111328,6172600,0.0,0.0,0.0,118.35458747862457,118.90106403091781,117.73401025484544,118.8084487915039,8386600,0.0,0.0,0.0,190.8453165544779,194.2625089818033,190.8453165544779,193.89149475097656,7200,0.0,0.0,0.0
2021-07-09 00:00:00-04:00,159.87987173347426,161.45902058436067,158.84354635819128,161.02474975585938,3490200,0.0,0.0,0.0,131.82266566056683,133.31465992837136,130.48982109055893,133.0858917236328,3781800,0.0,0.0,0.0,119.23452561771856,119.57724303492859,118.94739431135382,119.21601104736328,5224200,0.0,0.0,0.0,194.4870614226536,195.67819824987077,192.89563623699908,195.47317504882812,5800,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,161.40967267708888,161.8538228912235,160.02791551762698,160.42269897460938,1715900,0.0,0.0,0.0,133.1853634902581,133.92141954017876,130.947371843412,131.1264190673828,3210300,0.0,0.0,0.0,119.21601147117877,120.04036211923322,119.12338208603383,119.44757080078125,9097900,0.0,0.0,0.0,195.482945289746,196.25424792380272,194.2039412965635,194.2136993408203,8400,0.0,0.0,0.0
2021-07-13 00:00:00-04:00,159.88974136096942,160.23518818421556,158.596808207716,158.8435516357422,782700,0.0,0.0,0.0,130.62909547537788,131.03691095376217,128.7591241519402,128.93817138671875,5558600,0.0,0.0,0.0,119.2993825030911,119.72544380159485,119.04929444241891,119.33642578125,9698800,0.0,0.0,0.0,193.68648340985854,194.03796667696295,192.53439357410284,192.55392456054688,16200,0.0,0.0,0.0
2021-07-14 00:00:00-04:00,159.18895135550105,159.18895135550105,156.46490988002824,156.82022094726562,2178400,0.0,0.0,0.0,129.37582338443036,129.47528057777976,125.14849805590592,125.27780151367188,8016200,0.0,0.0,0.0,119.60503383879305,119.70692051288809,119.0122424985838,119.22527313232422,7487000,0.0,0.0,0.0,193.58881934637517,193.58881934637517,190.29855618339448,190.63050842285156,10600,0.0,0.0,0.0
2021-07-15 00:00:00-04:00,156.51423625195665,157.42224993024556,155.06338421707707,157.17550659179688,5134000,0.0,0.0,0.0,125.1186518248357,126.05363741450736,123.00996366531004,125.26785278320312,5935700,0.0,0.0,0.0,118.58614677704624,119.10483734418952,118.07672056049594,118.8084487915039,8750600,0.0,0.0,0.0,189.8592142158062,191.7240135827489,189.29293483657216,191.64590454101562,57300,0.0,0.0,0.0
2021-07-16 00:00:00-04:00,158.11315572841065,159.7021837064174,157.48149327467002,158.58689880371094,4890900,0.0,0.0,0.0,125.82486159985383,127.11792645413695,124.31297727379791,125.26785278320312,4536400,0.0,0.0,0.0,119.11412245386948,119.56796968566172,118.72509035053389,119.13263702392578,6511000,0.0,0.0,0.0,192.87611866352566,195.34625957588187,192.8370566906646,194.3699188232422,8200,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,157.23475107389578,160.55098274593792,156.43530492206776,159.67257690429688,4554500,0.0,0.0,0.0,123.68633405756194,127.23728042071221,123.27852620161575,125.46678161621094,4617900,0.0,0.0,0.0,118.35460040626033,118.91960572145393,116.9189368392087,117.88221740722656,19460400,0.0,0.0,0.0,192.50511197554698,196.7326693883501,192.27078482250462,196.2152099609375,10700,0.0,0.0,0.0
2021-07-20 00:00:00-04:00,160.00812195521638,162.96904213979118,159.8107302882485,161.94259643554688,6134800,0.0,0.0,0.0,125.47676509257225,128.39112859290313,124.87001992915101,128.37123107910156,4268600,0.0,0.0,0.0,118.26197697445755,119.9940432434885,118.26197697445755,119.3178939819336,15053700,0.0,0.0,0.0,196.30306189446685,199.80812148799677,196.0785077012569,198.0702362060547,36000,0.0,0.0,0.0
2021-07-21 00:00:00-04:00,161.53794609389945,162.74205493259453,159.29751209927568,162.6927032470703,2269300,0.0,0.0,0.0,128.37118883260783,129.803505807829,126.66036746524375,129.55484008789062,3951000,0.0,0.0,0.0,119.79952906797861,119.83658647462809,118.22492848360584,119.51239776611328,8295700,0.0,0.0,0.0,197.23058274181815,199.017288040428,195.24861227949853,198.97824096679688,8300,0.0,0.0,0.0
2021-07-22 00:00:00-04:00,162.85063938359184,163.81786926736714,162.1498815210469,163.11712646484375,1254200,0.0,0.0,0.0,128.83868186003875,129.54489918412204,127.05823439104931,127.2870101928711,4268600,0.0,0.0,0.0,119.61429037581102,120.39232635498047,119.29010165119361,120.39232635498047,9261100,0.0,0.0,0.0,198.75366513741557,201.389781804977,198.75366513741557,200.94065856933594,13300,0.0,0.0,0.0
2021-07-23 00:00:00-04:00,163.82771616669723,164.57781051113832,162.15972875101437,164.54820251464844,3120200,0.0,0.0,0.0,127.4660473454341,127.88381912861932,124.80035800039606,125.83480834960938,4194600,0.0,0.0,0.0,120.90177735333162,121.90211552954,120.75357596427948,121.78170013427734,8303800,0.0,0.0,0.0,201.87796370897462,203.21554565429688,200.43296879668972,203.21554565429688,8600,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,164.19290406521384,164.67652647826586,161.00498403229054,161.4392547607422,1961400,0.0,0.0,0.0,125.69557205291369,126.78969988750157,123.48741887312757,123.55704498291016,5054300,0.0,0.0,0.0,121.4390053484345,121.790980138927,120.59612578870951,120.99441528320312,6626500,0.0,0.0,0.0,203.13744349453955,203.13744349453955,197.9726077507264,198.5876922607422,9800,0.0,0.0,0.0
2021-07-27 00:00:00-04:00,161.19254364300582,161.38993536087415,157.75786450000132,160.136474609375,3123400,0.0,0.0,0.0,123.33820705511148,123.82558978074188,119.97624898182299,122.32365417480469,8602400,0.0,0.0,0.0,120.82766699916341,121.55940246582031,120.50349238644836,121.55940246582031,9551600,0.0,0.0,0.0,198.5681478263726,198.5681478263726,193.725492094574,197.02552795410156,10900,0.0,0.0,0.0
2021-07-28 00:00:00-04:00,161.21224009995467,165.27858096463953,160.64967306329922,164.6370391845703,2673800,0.0,0.0,0.0,122.64195343673316,127.15771687079614,122.64195343673316,126.6007080078125,6516600,0.0,0.0,0.0,121.38341563404803,122.34669632361368,121.07775559218533,121.99473571777344,7432600,0.0,0.0,0.0,198.31432360992443,203.06911307872045,198.31432360992443,202.88360595703125,16500,0.0,0.0,0.0
2021-07-29 00:00:00-04:00,165.4266172531261,165.6338882998953,163.26514303119026,163.64019775390625,1858600,0.0,0.0,0.0,127.21740176722511,127.88383175797476,124.37266492312129,124.50196838378906,4917000,0.0,0.0,0.0,122.39300911555827,122.47636708933375,121.92989041690197,122.29112243652344,5662700,0.0,0.0,0.0,203.2741476971978,203.2741476971978,201.46792619036995,201.50697326660156,7400,0.0,0.0,0.0
2021-07-30 00:00:00-04:00,163.62046813964844,164.66665765612257,162.9295896910354,163.62046813964844,2202600,0.0,0.0,0.0,123.54708383727171,125.12860187040671,122.403219929551,122.75135803222656,4390600,0.0,0.0,0.0,122.08732730094131,122.85610589957007,121.92061138312856,122.4022445678711,6634400,0.0,0.0,0.0,201.44835455877814,203.12766155569972,201.44835455877814,202.09274291992188,5600,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,165.02194973386972,165.2588287718582,163.35396227557933,163.68954467773438,2237800,0.0,0.0,0.0,123.5669871388821,124.72079226632621,123.00997070169312,123.26858520507812,4167800,0.0,0.0,0.0,122.88389462991904,123.0506246847135,122.2077453927044,122.56897735595703,8366300,0.0,0.0,0.0,203.57679716899176,203.57679716899176,201.95608290402382,202.62974548339844,10500,0.0,0.0,0.0
2021-08-03 00:00:00-04:00,164.02513693195735,167.1933135986328,163.17633907527392,167.1933135986328,1651200,0.0,0.0,0.0,123.89521698517487,124.1538314819336,121.74674891833475,124.1538314819336,3767900,0.0,0.0,0.0,122.62455316370186,124.3103118004259,122.54119520032786,124.27325439453125,7701700,0.0,0.0,0.0,203.70370762058837,206.74012756347656,202.10250958979762,206.74012756347656,30200,0.0,0.0,0.0
2021-08-04 00:00:00-04:00,166.729444986404,171.3780973236624,166.40375694738057,169.90750122070312,4682300,0.0,0.0,0.0,123.53711501950401,126.63051689190371,123.49733518608699,124.13391876220703,5945600,0.0,0.0,0.0,123.79160084812823,124.55112216506035,123.58782752569563,123.74530029296875,8322100,0.0,0.0,0.0,207.8531727413658,214.17985635816785,206.74014493009713,212.4615020751953,29300,0.0,0.0,0.0
2021-08-05 00:00:00-04:00,169.75944609332254,172.59205528741722,168.46651318674998,172.57232666015625,3481200,0.0,0.0,0.0,124.33286966432665,128.96800268797728,123.72612465327065,128.8486328125,5619200,0.0,0.0,0.0,123.6526819571848,123.67121066085818,122.30036925422469,123.23587799072266,8240900,0.0,0.0,0.0,211.96356802454952,213.93576547582055,210.19637887597023,213.59405517578125,12000,0.0,0.0,0.0
2021-08-06 00:00:00-04:00,170.98331989451503,171.24979193578085,168.02239895582466,169.87789916992188,1974200,0.0,0.0,0.0,128.44083290168518,128.44083290168518,125.70550217258028,126.61064910888672,4674100,0.0,0.0,0.0,123.18029448558262,123.29143843070223,122.34667249740998,123.13397979736328,6923700,0.0,0.0,0.0,211.39729014336692,211.39729014336692,207.10138217331007,209.2298126220703,14700,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,169.87787864542244,174.50678689658463,169.8384063307522,173.91461181640625,5510900,0.0,0.0,0.0,126.42165986086103,128.24188729821017,125.86465103532696,126.849365234375,4894400,0.0,0.0,0.0,123.3099880329746,123.8379359950354,123.21735864083576,123.60637664794922,9852500,0.0,0.0,0.0,209.25908618988436,216.31802467808615,209.25908618988436,215.52719116210938,21600,0.0,0.0,0.0
2021-08-10 00:00:00-04:00,174.20083818390606,175.05950038577558,170.09502444573286,170.76617431640625,4075800,0.0,0.0,0.0,127.67494109293234,128.0131228645558,125.02913391583725,125.80497741699219,4159300,0.0,0.0,0.0,123.6711961588035,123.92127002940045,122.8468456077518,123.31922149658203,5832600,0.0,0.0,0.0,216.9624336052671,216.9624336052671,211.70971582211882,212.4810333251953,19900,0.0,0.0,0.0
2021-08-11 00:00:00-04:00,170.85497279749728,170.88458079589515,164.1929020776261,165.6634979248047,4647500,0.0,0.0,0.0,125.67566930856829,125.9541737361004,123.62666594428798,124.9893569946289,4663900,0.0,0.0,0.0,123.51376843609928,123.70827038412277,121.99473959787682,122.09662628173828,14512500,0.0,0.0,0.0,212.82272182471286,212.82272182471286,203.07884671615156,204.51406860351562,32100,0.0,0.0,0.0
2021-08-12 00:00:00-04:00,166.52216995434463,167.62757545400657,164.95288570535592,167.035400390625,2459800,0.0,0.0,0.0,124.80035702474014,126.58080455131244,124.34281299497434,126.11331176757812,4011900,0.0,0.0,0.0,122.21698108638626,123.16174687462869,122.1336231403445,123.05986022949219,8220300,0.0,0.0,0.0,206.23244417112036,207.0720977783203,204.26024666170173,207.0720977783203,13700,0.0,0.0,0.0
2021-08-13 00:00:00-04:00,168.20003083795999,168.33820653276794,166.68996250897985,167.1933135986328,2036900,0.0,0.0,0.0,126.23267400222035,126.7399466242884,123.91510759234782,123.95489501953125,3932800,0.0,0.0,0.0,123.36555563866264,123.85646030641003,123.21735426980219,123.82867431640625,7922900,0.0,0.0,0.0,209.35671613521504,209.35671613521504,206.77917744336116,207.0525665283203,10400,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,166.48266987022686,166.49254924287555,162.64334385468092,165.21934509277344,3303900,0.0,0.0,0.0,123.55703061777047,123.7161727407668,120.80181004668285,121.13999938964844,5176500,0.0,0.0,0.0,123.82864966131781,125.2550486861282,123.40257434399348,125.23653411865234,8404200,0.0,0.0,0.0,206.47651419731022,206.47651419731022,200.8820865063242,204.3480987548828,11300,0.0,0.0,0.0
2021-08-17 00:00:00-04:00,163.16647914909538,168.3382110595703,163.07764008145602,168.3382110595703,3034800,0.0,0.0,0.0,120.18512477233952,123.15916483590436,119.19046183307726,123.03980255126953,5030300,0.0,0.0,0.0,124.90311146828472,126.7185287475586,124.83826807025196,126.7185287475586,13874500,0.0,0.0,0.0,202.0048873078104,208.90762329101562,201.12618662632076,208.90762329101562,15000,0.0,0.0,0.0
