,CRSP,CRSP,CRSP,CRSP,CRSP,CRSP,CRSP,VRTX,VRTX,VRTX,VRTX,VRTX,VRTX,VRTX,BEAM,BEAM,BEAM,BEAM,BEAM,BEAM,BEAM,NTLA,NTLA,NTLA,NTLA,NTLA,NTLA,NTLA,EDIT,EDIT,EDIT,EDIT,EDIT,EDIT,EDIT,NVS,NVS,NVS,NVS,NVS,NVS,NVS,PFE,PFE,PFE,PFE,PFE,PFE,PFE,BMY,BMY,BMY,BMY,BMY,BMY,BMY,EMMS,EMMS,EMMS,EMMS,EMMS,EMMS,EMMS,SGMO,SGMO,SGMO,SGMO,SGMO,SGMO,SGMO,GSK,GSK,GSK,GSK,GSK,GSK,GSK,AZN,AZN,AZN,AZN,AZN,AZN,AZN,LLY,LLY,LLY,LLY,LLY,LLY,LLY,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,BIIB,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ,IMVT,IMVT,IMVT,IMVT,IMVT,IMVT,IMVT,CABA,CABA,CABA,CABA,CABA,CABA,CABA,INSM,INSM,INSM,INSM,INSM,INSM,INSM,LIFE,LIFE,LIFE,LIFE,LIFE,LIFE,LIFE
2022-08-24 00:00:00-04:00,68.69000244140625,72.16000366210938,67.0999984741211,71.97000122070312,885200,0.0,0.0,287.3500061035156,291.9599914550781,285.0299987792969,291.0299987792969,910000,0.0,0.0,54.2400016784668,60.380001068115234,53.060001373291016,59.84000015258789,1347400,0.0,0.0,60.2599983215332,63.970001220703125,58.970001220703125,62.380001068115234,1014700,0.0,0.0,15.199999809265137,16.239999771118164,14.765000343322754,16.06999969482422,1479300,0.0,0.0,71.96338526012889,72.34355172498975,71.76466008298641,72.2398681640625,1056200,0.0,0.0,38.630188989612556,38.718898736356124,38.21082123766701,38.25114440917969,15551500,0.0,0.0,62.06268294293217,62.16468566440603,61.51014442173377,61.5611457824707,6142700,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.590000152587891,5.920000076293945,5.550000190734863,5.849999904632568,1186000,0.0,0.0,28.745350456264397,29.030215876751214,28.63313044580559,28.943891525268555,5800600,0.0,0.0,123.5361764032435,125.7653949698811,122.99744551215045,125.65393829345703,2057700,0.0,0.0,307.13987858610636,311.40043784210604,305.9267309046461,309.4691162109375,1827000,0.0,0.0,201.74000549316406,202.89999389648438,200.14999389648438,201.77999877929688,698800,0.0,0.0,150.26586969972226,150.29293377709408,148.92164130338304,149.38174438476562,5684300,0.0,0.0,6.0,6.480000019073486,5.800000190734863,6.340000152587891,399900,0.0,0.0,1.909999966621399,2.109999895095825,1.7599999904632568,1.8600000143051147,2615000,0.0,0.0,26.5,27.75,26.40999984741211,27.149999618530273,1771100,0.0,0.0,,,,,,,
2022-08-25 00:00:00-04:00,73.18000030517578,73.77999877929688,70.72000122070312,72.44000244140625,1179400,0.0,0.0,293.0,293.0,288.239990234375,291.2200012207031,590600,0.0,0.0,60.650001525878906,62.310001373291016,59.779998779296875,62.150001525878906,1374200,0.0,0.0,62.56999969482422,63.75,61.41999816894531,63.5,707800,0.0,0.0,16.329999923706055,16.610000610351562,16.100000381469727,16.270000457763672,1014400,0.0,0.0,72.04114417276135,72.13618579054102,71.13393771923617,72.06707000732422,2668800,0.0,0.0,38.32372635509929,38.67051115874871,38.12210742630129,38.63018798828125,14460000,0.0,0.0,61.76516811706621,61.76516811706621,60.37957053181513,60.77909851074219,11036900,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.940000057220459,6.070000171661377,5.820000171661377,5.849999904632568,1126000,0.0,0.0,28.943889787107402,29.125169267865996,28.71081899150673,29.116535186767578,6393300,0.0,0.0,126.32270728374674,126.80570983886719,125.39386384783684,126.80570983886719,1795350,0.0,0.0,311.1481263264342,313.8364509525745,306.5187357729926,313.6132507324219,1977900,0.0,0.0,202.49000549316406,205.05999755859375,200.69000244140625,204.8300018310547,673200,0.0,0.0,149.71554995401965,150.8793603927062,148.58783413067502,150.78012084960938,5678700,0.0,0.0,6.420000076293945,6.590000152587891,6.039999961853027,6.369999885559082,301800,0.0,0.0,1.850000023841858,2.069999933242798,1.7100000381469727,2.049999952316284,2055900,0.0,0.0,27.43000030517578,27.68000030517578,26.0,26.110000610351562,1404600,0.0,0.0,,,,,,,
2022-08-26 00:00:00-04:00,71.88999938964844,72.56999969482422,67.0469970703125,67.37000274658203,1141400,0.0,0.0,292.1700134277344,294.1499938964844,281.30999755859375,281.67999267578125,1263800,0.0,0.0,62.209999084472656,62.209999084472656,56.15999984741211,56.2599983215332,1470700,0.0,0.0,63.290000915527344,63.290000915527344,58.540000915527344,58.75,1093900,0.0,0.0,16.290000915527344,16.290000915527344,14.680000305175781,14.829999923706055,1780600,0.0,0.0,72.97427693240753,73.03475736303336,71.38450184631554,71.43634033203125,1613700,0.0,0.0,38.40437726878957,38.678579167662114,37.66242099917037,37.75919723510742,16546700,0.0,0.0,61.13612125370486,61.2381304674507,60.464575188745805,60.51558303833008,7373200,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.829999923706055,5.849999904632568,5.349999904632568,5.400000095367432,1080900,0.0,0.0,29.159694631330513,29.401399499059924,28.5727022700315,28.650392532348633,8173600,0.0,0.0,126.50847797600635,126.80571468992106,123.18321664747525,123.20179748535156,2022400,0.0,0.0,314.0499736514805,315.0204918294391,305.9752553025775,306.2567138671875,1858000,0.0,0.0,205.3300018310547,206.2899932861328,198.52999877929688,198.58999633789062,973200,0.0,0.0,151.07783835789894,151.11391920691082,148.13674670215926,148.1999053955078,5667100,0.0,0.0,6.409999847412109,6.409999847412109,5.929999828338623,5.929999828338623,371900,0.0,0.0,1.8799999952316284,2.0199999809265137,1.809999942779541,1.899999976158142,1188800,0.0,0.0,25.950000762939453,26.059999465942383,24.309999465942383,24.5,1298800,0.0,0.0,,,,,,,
2022-08-29 00:00:00-04:00,66.02999877929688,67.73999786376953,65.2300033569336,65.7699966430664,995100,0.0,0.0,278.75,284.6199951171875,277.20001220703125,281.6000061035156,1080700,0.0,0.0,54.9900016784668,56.77000045776367,54.209999084472656,55.040000915527344,915300,0.0,0.0,57.52000045776367,60.45000076293945,56.959999084472656,59.060001373291016,630900,0.0,0.0,14.579999923706055,15.22700023651123,14.484000205993652,14.880000114440918,1339400,0.0,0.0,71.71281910812239,71.74738029389795,71.04753440959128,71.06481170654297,2362100,0.0,0.0,37.40433972931268,37.65434519998675,37.19465434746828,37.28336715698242,13400500,0.0,0.0,59.418991220111295,59.427493606833565,56.44379143855772,56.741310119628906,18479000,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.300000190734863,5.489999771118164,5.210000038146973,5.25,1740300,0.0,0.0,28.55544131807198,28.684922896137415,28.4691169730913,28.581336975097656,3794600,0.0,0.0,123.20178936802688,123.22037020467897,121.75279591572819,122.2915267944336,1492550,0.0,0.0,304.1021811345231,305.58707285391796,300.55008082937223,301.0062255859375,1697000,0.0,0.0,197.19000244140625,198.61000061035156,195.6199951171875,197.11000061035156,479700,0.0,0.0,147.47814511673158,147.81194454890624,146.1699976966862,147.0541229248047,5259200,0.0,0.0,5.889999866485596,6.019999980926514,5.78000020980835,5.829999923706055,149100,0.0,0.0,1.8899999856948853,2.0999999046325684,1.100000023841858,1.2549999952316284,7354300,0.0,0.0,24.059999465942383,24.829999923706055,24.049999237060547,24.170000076293945,722700,0.0,0.0,,,,,,,
2022-08-30 00:00:00-04:00,66.62999725341797,67.1500015258789,64.16000366210938,65.16999816894531,899500,0.0,0.0,281.5,282.9599914550781,278.9700012207031,281.3599853515625,849600,0.0,0.0,55.84000015258789,56.0,52.470001220703125,54.380001068115234,1095200,0.0,0.0,60.279998779296875,60.805999755859375,58.58399963378906,60.2400016784668,737100,0.0,0.0,15.25,15.378999710083008,14.609999656677246,15.119999885559082,1075100,0.0,0.0,70.84880563985688,70.8660829359308,69.62191327058177,69.77743530273438,3345500,0.0,0.0,37.37208408434004,37.38014748770238,36.936586467718186,36.97690963745117,16303000,0.0,0.0,56.74132477062429,57.166353420591506,56.061276336507724,57.12384796142578,10260400,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.400000095367432,5.570000171661377,5.110000133514404,5.329999923706055,1552200,0.0,0.0,28.684923596192256,28.73671820444471,28.417323059626945,28.451852798461914,3994500,0.0,0.0,121.82711666824045,121.91999251427687,117.53585715390392,117.74020385742188,5748450,0.0,0.0,300.99652736868285,302.77256263458577,296.98828248241296,297.9879150390625,1980300,0.0,0.0,196.60000610351562,197.77999877929688,195.1699981689453,196.0800018310547,623000,0.0,0.0,147.32478598502072,147.54129859529044,146.1790229467857,146.53988647460938,6973300,0.0,0.0,5.989999771118164,5.989999771118164,5.159999847412109,5.179999828338623,686600,0.0,0.0,1.2000000476837158,1.25,0.9520000219345093,0.9900000095367432,3563000,0.0,0.0,24.3799991607666,24.469999313354492,23.530000686645508,23.889999389648438,1389500,0.0,0.0,,,,,,,
2022-08-31 00:00:00-04:00,66.69999694824219,66.9800033569336,64.16999816894531,65.08999633789062,805200,0.0,0.0,281.8599853515625,286.7099914550781,281.1199951171875,281.760009765625,1442200,0.0,0.0,55.75,55.9900016784668,53.47999954223633,54.599998474121094,846600,0.0,0.0,61.70000076293945,61.70000076293945,59.42499923706055,60.060001373291016,747100,0.0,0.0,15.390000343322754,15.489999771118164,14.680000305175781,14.699999809265137,1358000,0.0,0.0,70.11440645819133,70.31312504871629,69.53552139275241,69.57007598876953,4121400,0.0,0.0,37.105948300618124,37.331763605026055,36.39625184808139,36.476898193359375,26416800,0.0,0.0,57.23435059013387,57.48936384888974,56.80932200678594,57.3023567199707,13940100,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.440000057220459,5.539999961853027,5.28000020980835,5.400000095367432,1484600,0.0,0.0,28.305106642870392,28.382796909590347,28.02024123391817,28.037506103515625,4291800,0.0,0.0,116.51412113470072,117.61015665622787,115.47381395081484,115.88250732421875,6347000,0.0,0.0,298.08500996915996,299.71547363271605,292.23275608706405,292.3492431640625,3183500,0.0,0.0,197.88999938964844,198.49000549316406,193.64999389648438,195.3800048828125,871300,0.0,0.0,147.26163959202557,147.5503414512388,145.49338888556264,145.55653381347656,8741700,0.0,0.0,5.230000019073486,5.349999904632568,5.090000152587891,5.150000095367432,549200,0.0,0.0,1.0099999904632568,1.059999942779541,0.949999988079071,0.9549999833106995,1209900,0.0,0.0,24.190000534057617,24.729999542236328,24.030000686645508,24.6200008392334,1072600,0.0,0.0,,,,,,,
2022-09-01 00:00:00-04:00,64.0199966430664,65.80000305175781,62.7599983215332,65.5999984741211,1112400,0.0,0.0,281.6499938964844,290.5,281.5400085449219,290.20001220703125,1106600,0.0,0.0,53.61000061035156,55.65999984741211,52.0,55.58000183105469,903800,0.0,0.0,58.04999923706055,60.060001373291016,56.52000045776367,59.970001220703125,901800,0.0,0.0,14.52299976348877,15.430000305175781,14.100000381469727,15.420000076293945,1322400,0.0,0.0,69.26766194940784,69.47502904116521,68.56781614237312,69.4059066772461,5256800,0.0,0.0,36.40431076022311,37.622090728304826,36.40431076022311,37.605960845947266,19947600,0.0,0.0,57.28535128914184,58.73894824930407,57.13234074147101,58.730445861816406,9633300,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.329999923706055,5.570000171661377,5.300000190734863,5.570000171661377,1324000,0.0,0.0,27.476411097348844,27.61452676161355,27.28650247060202,27.355560302734375,12390900,0.0,0.0,114.04339853492932,114.860785312589,113.17028341752491,114.7864761352539,6530050,0.0,0.0,292.1260083841647,300.2880708436604,291.6407492340249,300.0163269042969,2939200,0.0,0.0,194.77000427246094,201.41000366210938,193.64999389648438,199.7899932861328,915600,0.0,0.0,145.69185083278018,149.3095578218046,145.68282029695317,149.1652069091797,7509600,0.0,0.0,5.070000171661377,5.340000152587891,4.980000019073486,5.260000228881836,406100,0.0,0.0,0.9599999785423279,1.0199999809265137,0.9010000228881836,1.0099999904632568,1136800,0.0,0.0,24.479999542236328,25.219999313354492,24.049999237060547,25.190000534057617,1159300,0.0,0.0,,,,,,,
2022-09-02 00:00:00-04:00,66.43000030517578,66.6449966430664,63.5099983215332,63.7400016784668,983500,0.0,0.0,290.2300109863281,292.0,279.5,281.0400085449219,1121800,0.0,0.0,56.439998626708984,57.36000061035156,52.45000076293945,52.68000030517578,1035900,0.0,0.0,60.5099983215332,61.130001068115234,55.47999954223633,56.0099983215332,1081300,0.0,0.0,15.609999656677246,15.84000015258789,14.609999656677246,14.829999923706055,1354800,0.0,0.0,69.55279038654132,70.14895927068207,68.7579029356015,68.86157989501953,3713400,0.0,0.0,37.69467727675147,37.74306385200541,36.718839297499606,36.85594177246094,14667700,0.0,0.0,58.968463425507,59.31698346446489,58.09289916380672,58.322418212890625,8657700,0.0,0.0,3.5,3.5,3.5,3.5,100,0.0,0.0,5.659999847412109,5.760000228881836,5.519999980926514,5.53000020980835,1951200,0.0,0.0,27.27787309123575,27.597264983198,27.16565307240778,27.49367904663086,8153500,0.0,0.0,113.85762782761206,114.8421995825618,112.2414351787351,112.74301147460938,5654400,0.0,0.0,300.96740780803566,301.0741802194931,290.922567363944,292.4462585449219,2525400,0.0,0.0,201.7100067138672,201.7100067138672,194.7100067138672,196.02999877929688,762000,0.0,0.0,149.63432320116726,149.9410585305048,146.1609537600727,146.81954956054688,5803700,0.0,0.0,5.320000171661377,5.570000171661377,5.25,5.420000076293945,175500,0.0,0.0,1.0199999809265137,1.0399999618530273,0.949999988079071,1.0,769500,0.0,0.0,25.360000610351562,25.639999389648438,24.389999389648438,24.549999237060547,942900,0.0,0.0,,,,,,,
2022-09-06 00:00:00-04:00,63.560001373291016,63.779998779296875,62.099998474121094,62.7599983215332,762600,0.0,0.0,281.70001220703125,284.1099853515625,278.5199890136719,279.17999267578125,989300,0.0,0.0,52.54999923706055,54.43000030517578,50.58000183105469,52.93000030517578,794300,0.0,0.0,56.529998779296875,57.20000076293945,54.2599983215332,55.369998931884766,854000,0.0,0.0,15.010000228881836,15.0600004196167,14.140000343322754,14.300000190734863,1270600,0.0,0.0,69.69967595096568,70.01936198199454,68.7665436916428,68.92206573486328,3991400,0.0,0.0,37.06563081373178,37.45273886807686,36.71884593821114,36.904335021972656,17153500,0.0,0.0,58.60293976668781,58.713444857231764,57.90589318962497,58.356422424316406,8428900,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.519999980926514,5.570000171661377,5.300000190734863,5.329999923706055,1838400,0.0,0.0,27.321031862715365,27.41598700383877,27.079330261992045,27.165651321411133,5613900,0.0,0.0,112.92879290775024,113.80190096714588,111.90706648883244,112.22286987304688,5181000,0.0,0.0,294.0185132055278,303.60720855566956,293.3197388867051,297.7744140625,2322200,0.0,0.0,196.05999755859375,198.0,194.4199981689453,194.69000244140625,766400,0.0,0.0,147.9022128812171,149.95916578961425,146.89178373774195,147.216552734375,7394600,0.0,0.0,5.480000019073486,5.480000019073486,4.800000190734863,4.869999885559082,313900,0.0,0.0,1.0299999713897705,1.0299999713897705,0.9570000171661377,0.9890000224113464,454800,0.0,0.0,24.549999237060547,24.549999237060547,23.84000015258789,23.969999313354492,741200,0.0,0.0,,,,,,,
2022-09-07 00:00:00-04:00,63.02000045776367,65.5199966430664,62.834999084472656,65.01000213623047,901600,0.0,0.0,279.8900146484375,286.0799865722656,277.5,284.44000244140625,1053700,0.0,0.0,53.060001373291016,56.47999954223633,53.060001373291016,55.810001373291016,795600,0.0,0.0,55.209999084472656,58.029998779296875,55.209999084472656,57.61000061035156,866600,0.0,0.0,14.319999694824219,15.859999656677246,14.319999694824219,15.850000381469727,1560600,0.0,0.0,69.37999472457493,69.99344093706654,69.18126955540649,69.9329605102539,3435700,0.0,0.0,36.85594344296272,37.267244733567445,36.5978714417086,37.202728271484375,15378900,0.0,0.0,58.373427391324725,59.06197814548818,57.92289810509026,58.44993591308594,7183000,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.329999923706055,5.659999847412109,5.329999923706055,5.650000095367432,1527900,0.0,0.0,26.94120960926984,27.26923552173878,26.898049084903725,27.182912826538086,4822000,0.0,0.0,109.71498458023449,111.53551678756558,108.43317615729315,111.12682342529297,6019050,0.0,0.0,299.66686928253597,303.1898547973768,295.8915691966142,302.4134521484375,2228100,0.0,0.0,195.4199981689453,201.25,194.4499969482422,200.6699981689453,766200,0.0,0.0,146.97294665875341,148.33522237613974,146.2963171853253,148.01947021484375,4590600,0.0,0.0,4.820000171661377,5.15500020980835,4.820000171661377,4.920000076293945,229900,0.0,0.0,0.9810000061988831,1.0199999809265137,0.9810000061988831,1.0099999904632568,653000,0.0,0.0,23.989999771118164,24.84000015258789,23.790000915527344,24.809999465942383,909400,0.0,0.0,,,,,,,
2022-09-08 00:00:00-04:00,64.06999969482422,66.94000244140625,63.77000045776367,66.2699966430664,783000,0.0,0.0,284.7699890136719,291.2900085449219,283.29998779296875,288.989990234375,1189700,0.0,0.0,54.439998626708984,58.380001068115234,54.439998626708984,57.06999969482422,816200,0.0,0.0,56.72999954223633,61.439998626708984,56.720001220703125,61.33000183105469,820800,0.0,0.0,15.609999656677246,16.389999389648438,15.479999542236328,16.200000762939453,1387400,0.0,0.0,69.40591271584807,70.2180774910095,69.21582949446815,70.20944213867188,1662200,0.0,0.0,37.114010570330045,38.00113257358482,36.99303798967688,37.968875885009766,18271000,0.0,0.0,58.61144958053286,59.1469898424443,57.95690829815769,58.97697448730469,9147900,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.460000038146973,5.769999980926514,5.460000038146973,5.769999980926514,1976500,0.0,0.0,26.682247355088897,27.226079267622158,26.613189517390722,27.20018196105957,6620900,0.0,0.0,110.60667819761126,112.650130924755,110.10510189116404,112.05567169189453,3531800,0.0,0.0,302.7532491528041,306.42180779182814,298.5217732140756,306.1985778808594,2212500,0.0,0.0,201.16000366210938,208.0500030517578,201.16000366210938,207.97999572753906,1039100,0.0,0.0,147.84803634609614,149.2373759638471,147.12629557999196,149.21031188964844,5838400,0.0,0.0,4.860000133514404,5.340000152587891,4.820000171661377,5.079999923706055,404000,0.0,0.0,1.0,1.0099999904632568,0.9599999785423279,0.9700000286102295,1018100,0.0,0.0,24.700000762939453,25.260000228881836,24.3799991607666,24.719999313354492,911900,0.0,0.0,,,,,,,
2022-09-09 00:00:00-04:00,66.91999816894531,67.62999725341797,66.19000244140625,66.95999908447266,798700,0.0,0.0,288.5299987792969,292.92999267578125,286.5199890136719,292.1099853515625,1464100,0.0,0.0,57.43000030517578,58.380001068115234,56.79999923706055,57.5099983215332,747800,0.0,0.0,63.099998474121094,65.56999969482422,62.36000061035156,64.44000244140625,1024100,0.0,0.0,16.219999313354492,16.299999237060547,15.479999542236328,15.829999923706055,1072100,0.0,0.0,71.32401385195891,71.52273242071053,71.14256598745094,71.3672103881836,1477000,0.0,0.0,38.06565458509304,38.70277114200596,37.98500516724669,38.5817985534668,17501700,0.0,0.0,58.89196771574422,59.971544100421895,58.8409663539373,59.64002227783203,6557400,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.820000171661377,5.880000114440918,5.690000057220459,5.699999809265137,1028200,0.0,0.0,27.57999666206691,27.597259883992486,27.390086402669326,27.528202056884766,3556800,0.0,0.0,113.65327746404806,113.65327746404806,112.74300782621144,113.04023742675781,2217450,0.0,0.0,307.12053131067586,310.7308606116943,305.926783125917,308.33367919921875,2177000,0.0,0.0,208.38999938964844,212.9199981689453,208.08999633789062,211.83999633789062,1053000,0.0,0.0,148.84944288982382,149.9410638849955,148.30813389373137,149.49900817871094,5500600,0.0,0.0,5.139999866485596,5.300000190734863,4.960000038146973,5.0,282000,0.0,0.0,1.0,1.0,0.9300000071525574,0.9430000185966492,857800,0.0,0.0,25.0,25.030000686645508,24.1200008392334,24.829999923706055,783700,0.0,0.0,,,,,,,
2022-09-12 00:00:00-04:00,67.0,70.44000244140625,66.48999786376953,69.81999969482422,1515600,0.0,0.0,294.0,296.1400146484375,290.04998779296875,293.4800109863281,1706200,0.0,0.0,57.810001373291016,59.150001525878906,55.70000076293945,57.58000183105469,872900,0.0,0.0,64.31999969482422,65.29000091552734,62.400001525878906,65.19999694824219,699100,0.0,0.0,15.869999885559082,16.040000915527344,15.3100004196167,15.989999771118164,1348300,0.0,0.0,72.30034643194374,72.7669125543602,72.11890514964938,72.2312240600586,1818200,0.0,0.0,38.77535948996605,38.99310525738035,38.46083133117185,38.51728439331055,13744800,0.0,0.0,64.2728413074155,64.59586078855598,61.416647890160334,61.510154724121094,23830100,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.730000019073486,5.769999980926514,5.610000133514404,5.75,1045800,0.0,0.0,27.92528568441792,28.391427277840606,27.89939002687348,28.01161003112793,7797600,0.0,0.0,114.52639997751746,115.51097176475204,114.30347244769922,114.71216583251953,1817100,0.0,0.0,309.4885727504075,311.0025788206056,305.5967851682636,305.9267578125,2077400,0.0,0.0,212.10000610351562,216.1699981689453,211.0800018310547,212.8800048828125,955400,0.0,0.0,149.85990483039018,150.27491032137914,149.056971693663,149.43588256835938,6365300,0.0,0.0,5.03000020980835,5.110000133514404,4.889999866485596,5.079999923706055,141300,0.0,0.0,0.8899999856948853,0.9330000281333923,0.800000011920929,0.871999979019165,2045200,0.0,0.0,24.979999542236328,25.479999542236328,24.520000457763672,25.280000686645508,1213500,0.0,0.0,,,,,,,
2022-09-13 00:00:00-04:00,66.51000213623047,68.44999694824219,65.4000015258789,67.55000305175781,1347900,0.0,0.0,291.20001220703125,292.95001220703125,280.0199890136719,280.6700134277344,1614700,0.0,0.0,53.5099983215332,54.720001220703125,52.44499969482422,53.33000183105469,1327900,0.0,0.0,63.70000076293945,63.849998474121094,60.150001525878906,63.150001525878906,1800100,0.0,0.0,15.25,15.350000381469727,14.34000015258789,14.8149995803833,2275700,0.0,0.0,71.71281598681729,71.76465446728828,70.61552640165951,70.80560302734375,2093400,0.0,0.0,38.00919917537713,38.16242844509839,37.11401068975272,37.2511100769043,16603200,0.0,0.0,60.8300999216351,61.2891316540273,60.15855385862186,60.3880729675293,9884700,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.53000020980835,5.599999904632568,5.340000152587891,5.460000038146973,2003100,0.0,0.0,27.623159759778993,27.709480816853404,27.286503027076645,27.30376625061035,5225500,0.0,0.0,112.18571852568688,112.40863898489978,109.34345963955307,109.5849609375,3316100,0.0,0.0,300.8703864078315,303.10256664138905,295.99836560668405,297.4444580078125,2272400,0.0,0.0,208.89999389648438,209.97000122070312,203.2899932861328,203.91000366210938,1064000,0.0,0.0,147.5683875691526,148.353273372709,145.07838223473277,145.54751586914062,6726400,0.0,0.0,4.929999828338623,5.039999961853027,4.699999809265137,5.010000228881836,645700,0.0,0.0,0.8899999856948853,0.925000011920929,0.8600000143051147,0.9120000004768372,540000,0.0,0.0,24.8700008392334,24.8700008392334,23.5,23.739999771118164,1476700,0.0,0.0,,,,,,,
2022-09-14 00:00:00-04:00,68.18000030517578,72.30999755859375,67.12999725341797,72.19000244140625,1215400,0.0,0.0,282.7699890136719,287.3599853515625,279.6199951171875,284.8599853515625,1354300,0.0,0.0,53.93000030517578,57.0,52.560001373291016,56.83000183105469,882800,0.0,0.0,63.43000030517578,65.7300033569336,62.459999084472656,63.880001068115234,1239600,0.0,0.0,14.850000381469727,14.850000381469727,14.1899995803833,14.680000305175781,2111600,0.0,0.0,70.41680612871093,70.71056632760315,69.66511515033653,69.90704345703125,1776300,0.0,0.0,37.25917616459609,37.42853531510604,36.92045478711568,37.21885299682617,17162500,0.0,0.0,59.96303768213045,60.54957924518418,59.529506679637606,59.903533935546875,15528900,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.489999771118164,5.599999904632568,5.340000152587891,5.590000152587891,2257000,0.0,0.0,27.139756366853266,27.25197473489302,26.80309796979658,26.93258285522461,5313700,0.0,0.0,109.75214242281211,110.36517539789689,108.63752606168343,109.0833740234375,2542950,0.0,0.0,298.15296985549776,302.6173607257965,296.88159303357793,300.4822082519531,2002900,0.0,0.0,204.89999389648438,205.07000732421875,200.75,204.11000061035156,840800,0.0,0.0,146.49479014175844,149.1832606159663,146.49479014175844,148.55174255371094,9555700,0.0,0.0,5.010000228881836,5.110000133514404,4.869999885559082,5.039999961853027,266300,0.0,0.0,0.9110000133514404,0.949999988079071,0.8730000257492065,0.8740000128746033,474900,0.0,0.0,23.790000915527344,24.209999084472656,23.360000610351562,24.1299991607666,948900,0.0,0.0,,,,,,,
2022-09-15 00:00:00-04:00,71.16000366210938,75.1780014038086,71.01000213623047,75.01000213623047,1680900,0.0,0.0,285.9100036621094,288.1499938964844,282.0400085449219,287.6700134277344,1028600,0.0,0.0,56.40999984741211,61.400001525878906,56.40999984741211,60.4900016784668,1692800,0.0,0.0,63.459999084472656,69.27999877929688,63.21500015258789,68.58000183105469,2004900,0.0,0.0,14.550000190734863,16.15999984741211,14.529999732971191,16.110000610351562,2309000,0.0,0.0,69.82063515105668,70.2872012696478,69.63919387024993,69.7601547241211,1384700,0.0,0.0,37.186598177424884,37.331764061870416,36.855943235401384,37.049495697021484,15802000,0.0,0.0,60.04804416233661,61.323130048828055,59.980038025222406,61.01710891723633,9499400,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.559999942779541,5.800000190734863,5.480000019073486,5.800000190734863,2027100,0.0,0.0,26.846256619639625,27.09659062920592,26.716773397693714,26.777198791503906,7691000,0.0,0.0,108.87902018055873,108.97190309958681,107.63436638874234,108.00590515136719,3349650,0.0,0.0,300.5791673192062,303.073406067813,296.7359237461902,300.34625244140625,2348100,0.0,0.0,203.32000732421875,208.7100067138672,202.63999938964844,206.72000122070312,1021700,0.0,0.0,148.36227568215745,149.823804599572,148.0465235437862,148.93064880371094,7174500,0.0,0.0,5.039999961853027,5.139999866485596,4.960000038146973,5.079999923706055,243400,0.0,0.0,0.8899999856948853,0.9190000295639038,0.8700000047683716,0.8799999952316284,382800,0.0,0.0,23.90999984741211,24.239999771118164,23.559999465942383,24.18000030517578,780800,0.0,0.0,,,,,,,
2022-09-16 00:00:00-04:00,73.0199966430664,73.62000274658203,69.24500274658203,70.52999877929688,2177100,0.0,0.0,288.3900146484375,291.94000244140625,286.010009765625,289.7099914550781,2484400,0.0,0.0,58.86000061035156,58.86000061035156,54.16999816894531,56.119998931884766,2519100,0.0,0.0,66.0,66.23400115966797,57.400001525878906,65.70999908447266,5690300,0.0,0.0,15.649999618530273,15.699999809265137,14.25,14.4350004196167,4057100,0.0,0.0,69.82927602796077,70.0020753617431,69.25903295298146,69.6823959350586,1626100,0.0,0.0,37.170467594620995,37.59789875942513,36.80755289032464,37.12207794189453,30629500,0.0,0.0,60.99161283935846,61.416641500259914,60.26906541291053,60.79609680175781,16364800,0.0,0.0,3.5,3.5,3.5,3.5,0,0.0,0.0,5.650000095367432,5.760000228881836,5.239999771118164,5.25,3262300,0.0,0.0,26.55276239166192,26.73403858642714,26.319691587133537,26.613187789916992,9666000,0.0,0.0,108.67469043287713,109.15768593895729,106.96562177973276,107.83872985839844,3508950,0.0,0.0,298.89052686575593,302.7628854676151,297.6967786750326,299.7834167480469,4380200,0.0,0.0,206.5399932861328,209.19000244140625,204.22999572753906,208.25999450683594,1904400,0.0,0.0,149.14714956707908,151.23116563354037,148.6329046851946,151.2041015625,20201500,0.0,0.0,4.96999979019165,5.079999923706055,4.710000038146973,4.880000114440918,559300,0.0,0.0,0.8799999952316284,0.8799999952316284,0.8100000023841858,0.8109999895095825,868800,0.0,0.0,23.670000076293945,23.829999923706055,23.040000915527344,23.610000610351562,1445200,0.0,0.0,,,,,,,
