phase,enrollment_log,sponsor_type,mechanism_id,duration_months,disease_trial_rate,prior_approvals,disease_prevalence_log,phase_success_rate,success,disease,raw_probability
1,3.091042453358316,1,4,59,0.7,3,5.301029995663981,0.64,1,Systemic Lupus Erythematosus,0.5656342792534333
1,4.948759890378168,1,6,38,0.9,5,7.3979400086720375,0.64,0,Diabetic Nephropathy,0.8184902784977272
2,6.306275286948016,1,15,71,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.49496393082169454
2,5.087596335232384,0,13,63,0.7,3,5.301029995663981,0.36,1,Systemic Lupus Erythematosus,0.44681170894981853
3,5.093750200806762,1,11,73,0.425,2,5.079181246047625,0.58,0,Autoimmune Liver Diseases,0.5657879741288814
3,4.941642422609304,2,1,60,0.425,2,5.079181246047625,0.58,0,Autoimmune Liver Diseases,0.47813185402379665
3,3.912023005428146,0,13,53,0.9,5,7.3979400086720375,0.58,1,Diabetic Nephropathy,0.7459991722727933
1,6.282266746896006,1,10,19,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.8854279493152717
3,6.78897174299217,1,12,60,1.6,8,6.0,0.58,1,Multiple Sclerosis,0.8651337398160743
1,5.41610040220442,1,1,36,1.6,8,6.0,0.64,1,Multiple Sclerosis,0.8683237932933474
3,5.272999558563747,0,5,57,1.6,8,6.0,0.58,1,Multiple Sclerosis,0.9091343986537619
1,6.111467339502679,1,2,40,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.7465372031721471
3,5.236441962829949,1,9,66,0.7,3,5.301029995663981,0.58,0,Systemic Lupus Erythematosus,0.6869635882099915
3,5.62040086571715,2,12,63,0.525,4,5.071882007306125,0.58,1,Sickle Cell Disease,0.6389133789172574
2,5.1298987149230735,1,10,37,0.9,5,7.3979400086720375,0.36,1,Diabetic Nephropathy,0.5009396896707584
2,5.497168225293202,2,7,56,0.475,3,7.505149978319906,0.36,1,Food Allergy & Anaphylaxis,0.39739456286762287
3,4.499809670330265,1,16,73,0.325,2,5.176091259055681,0.58,0,Hidradenitis Suppurativa,0.6035066425205357
2,5.849324779946859,2,11,59,0.525,4,5.071882007306125,0.36,1,Sickle Cell Disease,0.4120634294534816
3,5.91350300563827,2,2,71,0.9,5,7.3979400086720375,0.58,1,Diabetic Nephropathy,0.7169479895692884
1,2.833213344056216,1,0,27,0.525,4,5.071882007306125,0.64,0,Sickle Cell Disease,0.641704260145918
3,4.700480365792417,1,0,76,0.7,3,5.301029995663981,0.58,0,Systemic Lupus Erythematosus,0.5899755514787193
1,6.499787040655854,1,0,33,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.8963222648410837
1,4.624972813284271,1,12,59,1.6,8,6.0,0.64,1,Multiple Sclerosis,0.8284975165426584
2,5.53338948872752,2,0,35,0.9,5,7.3979400086720375,0.36,1,Diabetic Nephropathy,0.4412129450761666
1,3.8501476017100584,1,1,46,0.325,2,5.176091259055681,0.64,0,Hidradenitis Suppurativa,0.6325068938583835
1,6.464588303689961,0,9,27,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.95
3,5.43372200355424,1,11,69,0.7,3,5.301029995663981,0.58,1,Systemic Lupus Erythematosus,0.6268754388149841
1,5.187385805840755,0,2,33,0.525,4,5.071882007306125,0.64,1,Sickle Cell Disease,0.8121640015485332
2,4.0943445622221,0,10,33,0.325,2,5.176091259055681,0.36,1,Hidradenitis Suppurativa,0.4056183628958814
2,7.142036574706803,0,0,44,0.475,3,7.505149978319906,0.36,1,Food Allergy & Anaphylaxis,0.6098037468181201
2,5.214935757608986,0,11,50,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.4202157983426664
2,7.868254265520613,1,7,68,0.7,3,5.301029995663981,0.36,0,Systemic Lupus Erythematosus,0.523
2,4.8283137373023015,1,15,58,0.525,4,5.071882007306125,0.36,0,Sickle Cell Disease,0.5107555689808473
1,5.7430031878094825,1,8,45,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.7980644696428906
1,6.040254711277414,1,5,38,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.9433017033633689
2,5.996452088619021,1,14,38,0.425,2,5.079181246047625,0.36,1,Autoimmune Liver Diseases,0.47943956206592386
3,5.493061443340548,0,16,70,0.9,5,7.3979400086720375,0.58,1,Diabetic Nephropathy,0.8258550436750964
2,4.919980925828125,0,6,57,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.557374234987398
3,6.803505257608338,1,2,57,0.425,2,5.079181246047625,0.58,0,Autoimmune Liver Diseases,0.6515278955334778
2,4.532599493153256,0,2,55,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.3858309195530474
1,3.9889840465642745,2,7,46,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.689922753044868
2,6.274762021241939,1,4,46,0.7,3,5.301029995663981,0.36,1,Systemic Lupus Erythematosus,0.45638534102790373
2,4.820281565605037,1,14,52,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.5723507084692163
2,5.739792912179234,1,6,59,1.6,8,6.0,0.36,0,Multiple Sclerosis,0.548570105574555
2,4.68213122712422,1,14,43,0.425,2,5.079181246047625,0.36,1,Autoimmune Liver Diseases,0.41338293242369073
2,4.04305126783455,0,8,57,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.4310090752373529
1,5.82600010738045,0,3,35,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.7822271188080797
2,4.941642422609304,0,5,45,0.325,2,5.176091259055681,0.36,0,Hidradenitis Suppurativa,0.51846518735713
2,6.3835066348840055,1,16,57,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.4288322915709003
3,3.8501476017100584,0,16,85,0.7,3,5.301029995663981,0.58,1,Systemic Lupus Erythematosus,0.5968402271917169
2,6.78332520060396,2,9,56,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.438851093500935
1,3.2188758248682006,0,12,37,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.7289775155513262
2,3.091042453358316,1,16,48,0.475,3,7.505149978319906,0.36,1,Food Allergy & Anaphylaxis,0.35496761258676657
3,5.60947179518496,1,9,70,0.7,3,5.301029995663981,0.58,1,Systemic Lupus Erythematosus,0.705698260682062
1,5.272999558563747,1,0,46,0.475,3,7.505149978319906,0.64,0,Food Allergy & Anaphylaxis,0.7834677319870953
3,5.278114659230517,0,12,80,1.6,8,6.0,0.58,0,Multiple Sclerosis,0.8393914686287827
2,4.330733340286331,0,0,48,0.9,5,7.3979400086720375,0.36,0,Diabetic Nephropathy,0.510615896377411
1,2.3978952727983707,0,11,67,0.425,2,5.079181246047625,0.64,1,Autoimmune Liver Diseases,0.5315374120169646
2,4.700480365792417,2,10,42,0.425,2,5.079181246047625,0.36,1,Autoimmune Liver Diseases,0.2643088848120526
2,5.780743515792329,2,5,55,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.3886241068617282
2,3.1354942159291497,0,2,50,0.9,5,7.3979400086720375,0.36,0,Diabetic Nephropathy,0.44929361336851126
2,3.8066624897703196,0,2,57,0.325,2,5.176091259055681,0.36,0,Hidradenitis Suppurativa,0.39095097239650844
1,4.663439094112067,2,10,41,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.6727728415418051
3,3.1354942159291497,0,4,70,0.475,3,7.505149978319906,0.58,1,Food Allergy & Anaphylaxis,0.6566269467018447
2,5.313205979041787,0,12,40,0.475,3,7.505149978319906,0.36,1,Food Allergy & Anaphylaxis,0.5181548755706556
3,5.438079308923196,1,2,69,0.7,3,5.301029995663981,0.58,0,Systemic Lupus Erythematosus,0.627094257544974
2,6.38856140554563,1,7,49,0.425,2,5.079181246047625,0.36,1,Autoimmune Liver Diseases,0.42908545666872766
1,4.51085950651685,2,9,45,0.7,3,5.301029995663981,0.64,1,Systemic Lupus Erythematosus,0.6283986408837755
3,4.110873864173311,0,0,42,0.525,4,5.071882007306125,0.58,1,Sickle Cell Disease,0.6927920521450339
2,6.236369590203704,0,7,43,0.475,3,7.505149978319906,0.36,1,Food Allergy & Anaphylaxis,0.564462026986514
2,4.02535169073515,0,1,51,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.512108149962219
1,3.8918202981106265,0,0,39,0.7,3,5.301029995663981,0.64,1,Systemic Lupus Erythematosus,0.6569682079126568
2,4.624972813284271,1,5,53,0.525,4,5.071882007306125,0.36,1,Sickle Cell Disease,0.5004975165426584
2,4.007333185232471,0,4,56,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.3591906930288091
2,5.5053315359323625,0,0,59,0.9,5,7.3979400086720375,0.36,1,Diabetic Nephropathy,0.5698044012278318
1,5.8664680569332965,0,15,25,0.525,4,5.071882007306125,0.64,1,Sickle Cell Disease,0.9162563828138339
2,3.8918202981106265,1,4,54,0.9,5,7.3979400086720375,0.36,0,Diabetic Nephropathy,0.43830154124599
1,4.605170185988092,2,10,42,0.9,5,7.3979400086720375,0.64,0,Diabetic Nephropathy,0.7211641498739915
2,6.974478911025045,0,7,44,0.9,5,7.3979400086720375,0.36,1,Diabetic Nephropathy,0.6434186416766025
2,6.386879319362645,1,13,61,0.9,5,7.3979400086720375,0.36,1,Diabetic Nephropathy,0.5640012106504817
1,5.10594547390058,0,0,29,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.8250681454251388
1,5.293304824724492,1,12,42,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.7054881755686555
1,5.081404364984463,2,11,41,0.425,2,5.079181246047625,0.64,1,Autoimmune Liver Diseases,0.5401668481289537
2,5.0238805208462765,2,16,54,0.9,5,7.3979400086720375,0.36,0,Diabetic Nephropathy,0.41560548254134166
1,4.204692619390966,1,10,47,0.7,3,5.301029995663981,0.64,0,Systemic Lupus Erythematosus,0.6228908944685835
1,6.1070228877422545,0,14,52,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.9453144856546782
2,5.393627546352362,1,10,66,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.3791950771914204
3,4.663439094112067,1,12,63,0.7,3,5.301029995663981,0.58,0,Systemic Lupus Erythematosus,0.5881061748751383
2,4.330733340286331,2,8,49,0.325,2,5.176091259055681,0.36,0,Hidradenitis Suppurativa,0.357615896377411
3,4.48863636973214,0,2,54,0.9,5,7.3979400086720375,0.58,1,Diabetic Nephropathy,0.7752749980911724
3,5.049856007249537,1,12,78,0.475,3,7.505149978319906,0.58,0,Food Allergy & Anaphylaxis,0.7042460798798912
2,3.784189633918261,2,13,46,0.9,5,7.3979400086720375,0.36,0,Diabetic Nephropathy,0.3528014964852736
1,7.0326242610280065,0,1,61,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.95
3,5.159055299214529,0,12,97,1.6,8,6.0,0.58,1,Multiple Sclerosis,0.8334060704254843
2,4.61512051684126,1,6,63,0.325,2,5.176091259055681,0.36,1,Hidradenitis Suppurativa,0.382
1,5.384495062789089,1,6,22,0.325,2,5.176091259055681,0.64,0,Hidradenitis Suppurativa,0.7100696917109517
1,4.948759890378168,2,4,35,1.6,8,6.0,0.64,1,Multiple Sclerosis,0.7648236118310606
2,4.3694478524670215,0,3,56,0.475,3,7.505149978319906,0.36,0,Food Allergy & Anaphylaxis,0.470576932035075
2,2.9444389791664403,0,16,53,0.525,4,5.071882007306125,0.36,1,Sickle Cell Disease,0.39426007859540363
3,5.262690188904886,2,13,54,0.325,2,5.176091259055681,0.58,0,Hidradenitis Suppurativa,0.5619495926353179
1,6.380122536899765,1,1,16,0.425,2,5.079181246047625,0.64,0,Autoimmune Liver Diseases,0.6853294665498415
2,4.564348191467836,0,10,50,1.6,8,6.0,0.36,0,Multiple Sclerosis,0.5394353352806224
2,5.541263545158426,0,9,57,0.325,2,5.176091259055681,0.36,0,Hidradenitis Suppurativa,0.5486082040515223
1,4.330733340286331,0,13,39,0.525,4,5.071882007306125,0.64,1,Sickle Cell Disease,0.7689492297107445
3,4.189654742026425,1,4,71,0.325,2,5.176091259055681,0.58,1,Hidradenitis Suppurativa,0.5877941875287106
3,6.591673732008658,1,12,79,0.475,3,7.505149978319906,0.58,1,Food Allergy & Anaphylaxis,0.7815898764437632
3,5.147494476813453,1,2,64,0.325,2,5.176091259055681,0.58,1,Hidradenitis Suppurativa,0.6361580018590617
2,4.762173934797756,0,9,54,0.9,5,7.3979400086720375,0.36,0,Diabetic Nephropathy,0.6024210002559136
3,5.351858133476067,1,8,54,0.525,4,5.071882007306125,0.58,1,Sickle Cell Disease,0.7754302005698024
1,5.247024072160486,0,0,46,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.832162174786911
2,5.384495062789089,2,6,57,0.475,3,7.505149978319906,0.36,0,Food Allergy & Anaphylaxis,0.3917363583776184
1,5.537334267018537,0,7,34,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.7677442984703048
2,5.0106352940962555,1,13,70,0.525,4,5.071882007306125,0.36,0,Sickle Cell Disease,0.4499388059978684
2,4.976733742420574,2,7,51,0.9,5,7.3979400086720375,0.36,1,Diabetic Nephropathy,0.4132321556793955
1,4.700480365792417,1,7,44,0.325,2,5.176091259055681,0.64,0,Hidradenitis Suppurativa,0.6756422181453859
2,6.226536669287466,1,5,39,0.425,2,5.079181246047625,0.36,1,Autoimmune Liver Diseases,0.4909694121643634
1,5.267858159063328,1,16,45,0.425,2,5.079181246047625,0.64,1,Autoimmune Liver Diseases,0.6295426668125065
3,4.68213122712422,1,7,74,0.475,3,7.505149978319906,0.58,0,Food Allergy & Anaphylaxis,0.6857162657570242
2,4.890349128221754,1,6,61,1.6,8,6.0,0.36,0,Multiple Sclerosis,0.5058815868299139
2,4.948759890378168,0,15,49,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.6288236118310606
1,5.749392985908253,1,2,49,0.7,3,5.301029995663981,0.64,1,Systemic Lupus Erythematosus,0.7007183168942698
1,4.465908118654584,2,5,31,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.7327921888466044
1,4.6443908991413725,0,2,45,0.7,3,5.301029995663981,0.64,0,Systemic Lupus Erythematosus,0.695144606778744
2,2.70805020110221,2,3,32,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.31369435718135835
1,6.317164686747284,0,10,36,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.8068427241100455
3,6.095824562432225,1,6,74,0.9,5,7.3979400086720375,0.58,0,Diabetic Nephropathy,0.8060866458695188
2,5.780743515792329,1,5,46,0.325,2,5.176091259055681,0.36,1,Hidradenitis Suppurativa,0.5106241068617282
3,3.970291913552122,2,15,53,0.325,2,5.176091259055681,0.58,0,Hidradenitis Suppurativa,0.566637009963
2,3.4965075614664802,0,12,55,0.7,3,5.301029995663981,0.36,1,Systemic Lupus Erythematosus,0.36602828584058167
2,4.844187086458591,0,4,49,0.325,2,5.176091259055681,0.36,0,Hidradenitis Suppurativa,0.44355558604816925
1,3.8501476017100584,1,2,56,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.7628402271917167
1,4.762173934797756,2,13,32,0.425,2,5.079181246047625,0.64,1,Autoimmune Liver Diseases,0.5240876669225805
2,4.3694478524670215,2,7,56,0.525,4,5.071882007306125,0.36,1,Sickle Cell Disease,0.337576932035075
1,5.135798437050262,1,13,28,0.425,2,5.079181246047625,0.64,0,Autoimmune Liver Diseases,0.6229030931134159
2,4.356708826689592,1,2,61,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.32693176179327965
3,4.941642422609304,0,16,70,0.525,4,5.071882007306125,0.58,0,Sickle Cell Disease,0.7347985206904635
2,5.68697535633982,0,5,59,0.325,2,5.176091259055681,0.36,1,Hidradenitis Suppurativa,0.5559204790675295
3,4.143134726391533,1,13,74,0.325,2,5.176091259055681,0.58,0,Hidradenitis Suppurativa,0.5854315432861833
2,4.7535901911063645,0,13,54,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.5489880971187578
2,3.9318256327243257,0,2,54,0.325,2,5.176091259055681,0.36,0,Hidradenitis Suppurativa,0.39734264097200267
1,4.718498871295094,1,13,41,1.6,8,6.0,0.64,1,Multiple Sclerosis,0.8332180007662121
3,4.727387818712341,1,14,79,0.525,4,5.071882007306125,0.58,1,Sickle Cell Disease,0.7439997675986836
1,5.056245805348308,1,12,42,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.8239009577297388
1,4.418840607796598,1,6,48,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.6614107863971415
1,6.144185634125646,0,2,51,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.7981766943132966
2,5.135798437050262,2,11,68,0.475,3,7.505149978319906,0.36,0,Food Allergy & Anaphylaxis,0.3792364264467491
1,4.61512051684126,0,3,26,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.8516666666666666
3,6.9930151229329605,0,9,62,1.6,8,6.0,0.58,1,Multiple Sclerosis,0.95
1,3.9318256327243257,1,8,25,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.7066759743053361
1,5.472270673671475,0,6,50,0.7,3,5.301029995663981,0.64,1,Systemic Lupus Erythematosus,0.7368111644240187
1,3.5263605246161616,2,1,45,1.6,8,6.0,0.64,1,Multiple Sclerosis,0.6925668687739195
2,6.12029741895095,2,15,61,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.5576463506026628
1,4.007333185232471,0,9,31,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.8908573596954757
1,4.90527477843843,2,7,35,0.525,4,5.071882007306125,0.64,1,Sickle Cell Disease,0.6679668140314745
2,5.342334251964811,1,0,49,0.7,3,5.301029995663981,0.36,0,Systemic Lupus Erythematosus,0.40961839468566125
1,3.4965075614664802,0,15,19,0.525,4,5.071882007306125,0.64,1,Sickle Cell Disease,0.7963616191739153
3,6.431331081933479,1,14,73,0.7,3,5.301029995663981,0.58,1,Systemic Lupus Erythematosus,0.746894131269219
1,4.382026634673881,1,6,47,0.7,3,5.301029995663981,0.64,1,Systemic Lupus Erythematosus,0.6318805499906133
2,5.10594547390058,0,16,46,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.5667348120918053
1,6.717804695023691,2,5,31,0.425,2,5.079181246047625,0.64,1,Autoimmune Liver Diseases,0.6922378960433112
2,5.087596335232384,2,6,35,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.28381170894981855
2,6.679599185844383,1,5,57,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.665658596433312
1,4.969813299576001,0,5,37,0.325,2,5.176091259055681,0.64,1,Hidradenitis Suppurativa,0.8092170555469242
1,4.5217885770490405,1,6,40,0.475,3,7.505149978319906,0.64,0,Food Allergy & Anaphylaxis,0.7456177993597713
2,5.666426688112432,0,15,68,0.475,3,7.505149978319906,0.36,1,Food Allergy & Anaphylaxis,0.6058895147073928
2,5.0369526024136295,0,15,70,0.525,4,5.071882007306125,0.36,1,Sickle Cell Disease,0.5712633867702173
2,2.6390573296152584,1,0,61,0.525,4,5.071882007306125,0.36,1,Sickle Cell Disease,0.3279889585736723
1,4.990432586778736,0,13,50,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.8705884884526788
3,2.70805020110221,1,2,74,0.425,2,5.079181246047625,0.58,0,Autoimmune Liver Diseases,0.4433610238480251
1,3.9512437185814275,2,14,21,1.6,8,6.0,0.64,0,Multiple Sclerosis,0.7843327723368118
2,2.3978952727983707,1,8,66,0.9,5,7.3979400086720375,0.36,1,Diabetic Nephropathy,0.4298707453502978
1,5.8971538676367405,1,7,46,0.525,4,5.071882007306125,0.64,1,Sickle Cell Disease,0.7977949657471715
1,5.424950017481403,1,14,53,1.6,8,6.0,0.64,1,Multiple Sclerosis,0.9387682406642097
2,3.295836866004329,0,11,63,0.425,2,5.079181246047625,0.36,0,Autoimmune Liver Diseases,0.3226463176016695
1,5.8289456176102075,0,3,31,0.475,3,7.505149978319906,0.64,0,Food Allergy & Anaphylaxis,0.8613748294029514
3,7.05617528410041,0,6,72,0.7,3,5.301029995663981,0.58,0,Systemic Lupus Erythematosus,0.7581737995342498
2,5.484796933490655,0,10,48,0.475,3,7.505149978319906,0.36,0,Food Allergy & Anaphylaxis,0.5267734368676951
1,4.219507705176107,0,16,40,0.9,5,7.3979400086720375,0.64,1,Diabetic Nephropathy,0.8316427883368103
3,5.402677381872279,1,15,70,0.325,2,5.176091259055681,0.58,1,Hidradenitis Suppurativa,0.7189829591098165
2,4.736198448394496,1,15,63,0.525,4,5.071882007306125,0.36,0,Sickle Cell Disease,0.5061108816362124
1,5.429345628954441,2,5,55,0.325,2,5.176091259055681,0.64,0,Hidradenitis Suppurativa,0.702322324907999
3,5.924255797414532,1,12,49,0.525,4,5.071882007306125,0.58,1,Sickle Cell Disease,0.7341537450161195
2,5.209486152841421,2,13,68,0.475,3,7.505149978319906,0.36,0,Food Allergy & Anaphylaxis,0.3829418250544352
2,4.836281906951478,0,8,54,1.6,8,6.0,0.36,1,Multiple Sclerosis,0.6231571775657104
3,4.007333185232471,2,1,80,1.6,8,6.0,0.58,1,Multiple Sclerosis,0.645190693028809
1,7.059617628291383,0,2,40,0.325,2,5.176091259055681,0.64,0,Hidradenitis Suppurativa,0.844012731659862
1,4.663439094112067,0,16,37,0.475,3,7.505149978319906,0.64,1,Food Allergy & Anaphylaxis,0.8027728415418051
3,5.730099782973574,1,9,71,0.7,3,5.301029995663981,0.58,0,Systemic Lupus Erythematosus,0.711750544746622
