day,p05,p50,p95
77,0.7019570761248378,0.9954104865476645,1.496330107991427
78,0.7079029068626241,0.9879171219892231,1.4886172371946371
79,0.7027305451931893,0.9979474348571089,1.4824612760536342
80,0.7026861243001595,1.0045781145417911,1.4948795697880133
81,0.7068533498196912,1.005586424312737,1.498226249538847
82,0.7085691596397565,0.997939605548064,1.5065237290837654
83,0.7138647795306088,0.9999357564045809,1.514883319218837
84,0.7089955587940351,1.0035489443560897,1.4994812356480285
85,0.701304769677258,1.0059882246744576,1.5143349947817022
86,0.7082161166911254,1.008392748257921,1.4992799099840195
87,0.7010041565737078,1.0007189968852281,1.5120923658074763
88,0.6966366501962599,0.9979291834699411,1.5145458404536976
89,0.7053354923549362,1.0061462113572048,1.5357852824996485
90,0.6927892349631525,1.0071060633236844,1.5031574909544794
91,0.6964503507867653,1.0061017845583637,1.5122464549921453
92,0.6985607723589604,1.0048787830404375,1.5241434368831248
93,0.6897937690777889,1.005069990294148,1.5370902605440364
94,0.6917025835743099,1.0010038635499712,1.5302622019248586
95,0.6842422012276009,1.0020037591594355,1.542470597904416
96,0.6880707095347617,1.001381081098427,1.5567292127784802
97,0.6884440873612677,0.9942796180032037,1.544811157336733
98,0.6798979215196517,0.9967011657649325,1.5703257570643092
99,0.6823725910214927,1.0029288228269486,1.5978674626796778
100,0.6835381601191053,0.9956291483316412,1.5816517519637847
101,0.680887283404697,0.9897713005606292,1.598541761160565
102,0.6700207486210435,0.9979882848853209,1.624773832770873
103,0.6598105266470056,0.9976486376393474,1.6227393539491377
104,0.660789294538021,1.0014374997697688,1.6317120100770766
105,0.665349510675426,0.991763969537605,1.6210882465648204
106,0.655896321172056,0.9962824267422603,1.6093019124259964
107,0.6540429122977911,0.9967061169126599,1.5972298724428973
108,0.6503774756884839,1.008228016992534,1.5914712936724833
109,0.6399494032371834,1.0047157596309837,1.6005229939833672
110,0.6380879773756458,1.0011443062064513,1.6196975489213623
111,0.6382912271104876,1.0060247726594245,1.6225900971603704
112,0.6443155105459145,0.9977475911188181,1.6146671347629626
113,0.6425108208692282,1.0033476355030329,1.637681954942403
114,0.633890151601659,1.0002497004966262,1.6637414528081174
115,0.6326700693428831,1.0013561073416124,1.645032033911168
116,0.6457146985653239,0.9979491806194407,1.6240579458921476
117,0.6364398914244798,0.9979976217687963,1.6356130137380867
118,0.6379229524325873,0.9934932799626276,1.6550332015840112
119,0.628096564322977,1.0009725505335523,1.6721297352919706
120,0.6290274958906021,1.0063204161380412,1.658983475439356
121,0.623620939759447,1.0015997007396593,1.6861865145796413
122,0.6221555323388773,0.9915607253314807,1.6760528842848539
123,0.6246066777780318,0.9891220880301117,1.7004017796173507
124,0.626199420571597,0.9916472502840216,1.6888971569141438
125,0.6244521913272287,0.9865592828189662,1.7093305548449467
126,0.6211429614293157,0.9947373193662681,1.6974729772919397
127,0.6258807292649587,0.9979871952547192,1.6932744475845962
128,0.6196623925883472,1.0019473263619045,1.6790980516078642
129,0.6099275447353516,1.0012640236957173,1.7132109022493078
130,0.6065056751761906,0.9903408703564444,1.7039526927317952
131,0.6054707855062322,0.9866398719673106,1.6899827424439513
132,0.6066493256921743,0.994457642046261,1.7137908329609346
133,0.6150046749169696,0.9867040611483777,1.7125631216952575
134,0.608416049622362,0.9897758153086635,1.7180859836491198
135,0.6243893250989194,0.9902211422786233,1.7093976145590226
136,0.6219236044984319,0.9914939127406432,1.7381258043250418
137,0.6105867653478566,0.9920863498164227,1.715990571416989
138,0.6022078103600539,0.9908736381282519,1.7003641801792357
139,0.6199926757223023,0.9924763654330045,1.7008875825357626
140,0.6091624706567439,1.000401822105164,1.6952885900202093
141,0.6097060503948285,1.002673524387113,1.712194869276173
142,0.6144714058787926,1.0074460848307538,1.736373246917223
143,0.6093881431810091,1.001051982094728,1.7251563365088785
144,0.6131648431707639,0.9961993996867937,1.7138037061565154
145,0.6207756776927764,1.000981260171781,1.7410509133480867
146,0.6336408252673043,0.9987332194354372,1.7546448621518482
147,0.6279190076738687,1.0013793583312427,1.7558995541004683
148,0.624567627739071,1.0043363342285705,1.73223467466872
149,0.6231164747928197,1.0088355617862454,1.7380968245329278
150,0.6130640531240034,0.9999645688968821,1.7487014044059501
151,0.6090246271039435,1.000951234037159,1.7476940700631531
152,0.6167602812657046,1.004636144902455,1.7554974890362298
153,0.6265068577885236,1.0023517885879962,1.7551355706804241
154,0.6167706486460144,1.0043203728129968,1.7741111482103158
155,0.6187569885151522,0.9941254868010173,1.7671411158312205
156,0.6152262392014716,0.9880503205113806,1.7580742541816883
157,0.6197717020315755,0.9968892167529613,1.7548225775625084
158,0.6129086911546767,0.9958692606982971,1.7564557119965576
159,0.6124437691292222,1.0035551633905486,1.754380001006376
160,0.6219925900196221,0.9989618733478034,1.7313309069233258
161,0.6192801481133487,0.9999001736635641,1.7574341498721007
162,0.615727968870771,0.9981608673024243,1.7516014527551045
163,0.607899317827977,0.9900597168261167,1.7483585042635597
164,0.6098124391198583,0.9982786989580749,1.7771040388520278
165,0.6111583239365688,0.9967677463809823,1.8041164025608316
166,0.6189863569683701,0.9990585823256382,1.7947107692282984
167,0.6095313551878566,1.004174521111762,1.8022317650389956
168,0.61461317096998,1.0060131809307955,1.8178227102574585
169,0.61006530134789,1.0100261722027193,1.8144552335076505
170,0.6131413448153108,1.003733153420145,1.820972025521785
171,0.60440135110836,1.0004979369593308,1.7967950806222759
172,0.6133397709892068,1.006433496248484,1.7823915457913744
173,0.6123065959920038,0.9938459958421839,1.8209342015692818
174,0.6081960292428255,0.9890260607435499,1.8066723339320687
175,0.6073195358966471,0.9911857133016067,1.8089466698721146
176,0.6137510760162301,0.9946818149119834,1.8405721286414107
177,0.6063426691589205,0.9913167924203036,1.8377812200344723
178,0.6060945501443772,0.9890816786848553,1.8465406676392815
179,0.6020437304832612,0.9942263143082191,1.8268138735610084
180,0.5978867725423908,0.9945619876129584,1.8402978786332729
181,0.5916643245119162,0.9983903096568376,1.867239721079096
182,0.6020179729979512,0.997224085021075,1.8593710335121165
183,0.601128253323911,1.0041607482984203,1.8673228503000268
184,0.5995925275184335,1.0049787694519143,1.8452071320935697
185,0.6011465996268565,0.9966280983659785,1.821564478807389
186,0.6032442234418477,0.9980748278128286,1.8503352406872666
187,0.6006074026440251,0.9996594432376136,1.8603158708393768
188,0.6038515764039507,1.0020392080445324,1.847788969307397
189,0.6001009848024913,1.0031238361793833,1.8651030251833984
190,0.6077774312869175,1.0082337228657492,1.8790860819030686
191,0.5987843660942963,1.0050030802417165,1.8561535039283663
192,0.6007396220612627,1.01123731181355,1.855897503360814
193,0.5998031005718557,1.0069262517344408,1.877730751201324
194,0.5964310098667762,1.0129185588451444,1.847913408832662
195,0.5918384687711669,1.0032247047826943,1.838680743408177
196,0.6030063058273476,0.9999961771190898,1.849448476493087
197,0.5857791189597552,0.9953573047509421,1.8688162073964283
198,0.5810392057317613,0.9995170274566771,1.877425490416978
199,0.5812186173730371,0.9841726037154312,1.8905335846097506
200,0.5802192294581698,0.9880207248994076,1.8969442301265143
201,0.5767977352268203,0.9985179987128687,1.85323423088715
202,0.5731926048552795,0.9919409527472987,1.8826184322763515
203,0.5728408160292601,0.9871229431697022,1.8784174557279685
204,0.5765981306828709,0.9881820595877138,1.8979729631263027
205,0.5734363195008552,0.989711171155151,1.897217978894582
206,0.5778346657354714,1.0028474491395543,1.8978440353558237
207,0.5684024329108003,0.999616674515413,1.911424536215691
208,0.5725944483035285,1.0021534351439245,1.9206675208788857
209,0.5698483478928541,0.9898249050918195,1.8873416195296144
210,0.5690945061808196,0.9989684339620145,1.8921140366927698
211,0.5712060257129801,0.9951631984880449,1.8705101868895968
212,0.5732300271500439,0.9980668738226584,1.832603415969647
213,0.5648846163570935,0.9907496758159443,1.8357517976018338
214,0.5639769301929483,0.9933015414605468,1.829166174047451
215,0.560275265072576,0.9869763036165506,1.846054746757613
216,0.5571753129376084,0.98986582217011,1.8424253370927626
217,0.5619805447143044,0.9796884030783635,1.8517126837245583
218,0.5661522740619297,0.9827368296369215,1.8093171381624145
219,0.5505187144520067,0.9855025766607932,1.8455651055516646
220,0.5503261772615454,0.9847493974979027,1.8290226831874097
221,0.5518973431809547,0.9949926775061937,1.8267033385057685
222,0.5519943869540203,0.9935568462877935,1.8180992310138173
223,0.5586282693893154,0.9879060603193002,1.8233581309355593
224,0.5621135955817245,0.9822810666456393,1.8333930396810092
225,0.5765347570075019,0.9826061239061006,1.8531234991665508
226,0.5638550181337527,0.9853991240407318,1.8616458691194486
227,0.5621400227136297,0.9926432060093681,1.8546958857274274
228,0.5660804568721515,0.9931486814077659,1.8471726676893028
229,0.558445073126836,0.9876239585564163,1.8775678312458255
230,0.5571410261088563,0.9871161930857275,1.8897809228972036
231,0.5534876988492767,0.9889250837361769,1.8968155943375966
232,0.5494629965829612,0.9865987850086566,1.8944174807427434
233,0.5472033693628483,0.9986347793652977,1.8610431131072591
234,0.5431828420218243,0.9998735248793191,1.8940807626102887
235,0.5432510229499918,1.0012448510074297,1.903493147726489
236,0.5446450429116302,0.9940710893784109,1.8971122341045243
237,0.5467549833148531,0.9945732496254506,1.9381214394389736
238,0.547658135276279,0.9942909292482813,1.9279050005022176
239,0.5498184737826592,1.0000153905613247,1.8902050639356707
240,0.5508965033264274,0.9969490966029984,1.935235901518479
241,0.5480989422049434,0.9933647582126116,1.941036913128068
242,0.5472161915541284,0.9890245848698109,1.9677077344335974
243,0.546641100274567,0.999325369918034,1.9765902196041016
244,0.545801284860643,0.9924200411259708,1.961831283079255
245,0.5417201487008471,0.9978675098643062,1.9662350825634491
246,0.5504044602596686,0.9911698957538171,1.9852934525112798
247,0.5428855046328852,0.99400820741005,2.0183554456248687
248,0.5395209734635145,0.9957493338081136,2.019262026288074
249,0.5385500422718553,0.9965670347653968,2.0156909638622533
250,0.5339176393047766,1.0076069810175146,2.022880855202731
251,0.5479762274300536,1.0086690351433145,1.9868492528437405
252,0.5486560345148705,1.005942962539707,1.9834468485469776
